Time	UTC	GPS_lat(deg)	GPS_long(deg)	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROVER_CTRL:curvature	ROVER_CTRL:speed_measured	ROVER_CTRL:d_action	ROVER_CTRL:p_action	ROVER_CTRL:i_action	ROVER_CTRL:kd	ROVER_CTRL:ki	ROVER_CTRL:kp	ROVER_CTRL:delta_sp	ROVER_CTRL:throttle_command	ROVER_CTRL:speed_error	ROVER_CTRL:speed_sp	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	INS_REF:baro_qfe	INS_REF:hmsl0	INS_REF:alt0	INS_REF:lon0	INS_REF:lat0	INS_REF:ecef_z0	INS_REF:ecef_y0	INS_REF:ecef_x0	GVF:p	GVF:ke	GVF:s	GVF:traj	GVF:error	GPS_SOL:numSV	GPS_SOL:PDOP	GPS_SOL:Sacc	GPS_SOL:Pacc	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
9.769	09:15:23.769	40.451602747	-3.728843184	-7501	633	4511	-22400	891265	904546	0	3821	6941	-0.023094	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206142750	25	234	164	146	-118	654776	705012	-37288431	404516037	411672932	-31612437	485056964	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	207.339142	6	193	29	236	-0.392292	0.528904	0.038037
10.019	09:15:24.019	40.451602747	-3.728843184	-9143	3794	-5696	-57472	778055	885573	0	3907	7079	-0.022467	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206142750	25	234	164	146	-118	654776	705012	-37288431	404516037	411672932	-31612437	485056964	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.133133	6	193	29	236	-0.382407	0.519096	0.033517
10.269	09:15:24.269	40.451612432	-3.728835859	-5065	594	-2980	-89344	788965	998519	0	3979	7216	-0.022467	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206143250	28	232	182	131	-122	654733	704969	-37288358	404516134	411673012	-31612371	485056895	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.133133	6	193	29	236	-0.371304	0.450685	0.058996
10.519	09:15:24.519	40.451617589	-3.728832495	-5736	3951	2807	-150656	769620	1019005	0	4053	7365	-0.021865	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206143500	28	232	176	124	-139	654677	704913	-37288325	404516185	411673051	-31612340	485056855	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	231.413544	9	148	28	232	-0.360864	0.417653	0.072815
10.769	09:15:24.769	40.451622743	-3.728829484	-5764	1150	-3589	-89856	730285	1029906	0	4119	7516	-0.021865	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206143750	28	231	181	113	-144	654609	704845	-37288294	404516237	411673091	-31612311	485056814	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	231.413544	9	148	28	232	-0.35828	0.380708	0.083314
11.019	09:15:25.019	40.451628256	-3.728826713	-6018	-2122	-648	501376	652712	1123784	0	4178	7670	-0.021265	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206144000	27	231	192	110	-148	654533	704769	-37288267	404516292	411673132	-31612285	485056771	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	244.715225	9	148	28	232	-0.368286	0.419282	0.092964
11.269	09:15:25.269	40.451633591	-3.728823469	-11958	-3527	7124	535424	553298	1128638	0	4252	7818	-0.021265	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206144250	29	230	178	140	-121	654493	704729	-37288234	404516345	411673174	-31612254	485056732	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	258.359009	9	148	28	232	-0.396684	0.717618	0.010834
11.519	09:15:25.519	40.451638215	-3.728818920	755	-473	-2106	54400	576351	1098191	0	4353	7970	-0.020698	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206144500	28	230	139	187	-112	654437	704673	-37288189	404516391	411673210	-31612214	485056697	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	258.359009	9	148	28	232	-0.394326	0.894571	-0.076658
11.769	09:15:25.769	40.451642213	-3.728813420	-7176	3677	-7473	-149504	874248	934235	0	4458	8067	-0.020698	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206144750	28	230	137	211	-88	654425	704661	-37288134	404516431	411673243	-31612165	485056670	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	271.417023	9	148	28	232	-0.395605	0.785033	-0.067499
12.019	09:15:26.019	40.451646125	-3.728807448	-10737	8147	-4758	-109440	1081793	808183	0	4594	8182	-0.020196	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206145000	25	230	137	213	-102	654399	704635	-37288074	404516471	411673275	-31612112	485056642	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	271.417023	9	148	28	232	-0.387289	0.674884	-0.029537
12.269	09:15:26.269	40.451650395	-3.728801716	-20473	-219	2945	-98176	1054698	760250	0	4722	8298	-0.020196	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206145250	22	229	139	196	-111	654353	704589	-37288017	404516513	411673308	-31612062	485056612	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	271.417023	9	148	28	232	-0.382739	0.655915	-0.024052
12.519	09:15:26.519	40.451654753	-3.728796456	-8985	3633	-412	-108288	1013165	798915	0	4837	8423	-0.019708	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206145500	22	229	148	188	-124	654287	704522	-37287964	404516557	411673341	-31612015	485056578	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	285.074127	9	148	22	229	-0.382543	0.659352	-0.010744
12.769	09:15:26.769	40.451659560	-3.728791319	-9392	-912	1747	-228736	1022362	883000	0	4948	8557	-0.019708	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206145750	21	229	156	180	-133	654194	704430	-37287913	404516605	411673375	-31611969	485056540	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	285.074127	9	148	22	229	-0.372118	0.610459	-0.003119
13.019	09:15:27.019	40.451659560	-3.728791319	-5286	901	-1345	-145664	998324	933199	0	5053	8695	-0.019225	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206146000	40	230	149	171	-144	654134	704370	-37287864	404516653	411673412	-31611925	485056503	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	299.63446	9	148	22	229	-0.372396	0.580905	0.016149
13.269	09:15:27.269	40.451669258	-3.728781989	-9521	4141	-5470	-110464	926429	896244	0	5154	8834	-0.019225	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206146250	52	231	156	157	-135	654083	704319	-37287819	404516702	411673449	-31611884	485056467	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	299.63446	9	148	22	229	-0.380838	0.555586	0.033712
13.519	09:15:27.519	40.451674240	-3.728777679	-10459	7737	-3820	-35200	912422	997655	0	5243	8978	-0.018752	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206146500	23	232	168	150	-147	654029	704265	-37287777	404516752	411673489	-31611846	485056428	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	314.990479	9	148	22	229	-0.367646	0.505485	0.047461
13.769	09:15:27.769	40.451679669	-3.728773964	1946	2985	-5907	-78080	839436	1052824	0	5326	9127	-0.018752	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206146750	23	231	183	129	-141	654007	704243	-37287739	404516806	411673532	-31611811	485056391	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	330.797668	9	148	22	229	-0.338546	0.437923	0.072596
14.019	09:15:28.019	40.451685006	-3.728770484	-1446	1657	-3299	24832	790830	1030759	0	5412	9299	-0.0183	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206147000	26	231	187	120	-129	654015	704251	-37287704	404516859	411673578	-31611779	485056355	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	330.797668	9	148	22	229	-0.344641	0.410515	0.097726
14.269	09:15:28.269	40.451690252	-3.728767239	-7649	-2937	372	563328	648421	1112258	0	5467	9428	-0.0183	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206147250	26	231	196	107	-127	654034	704270	-37287672	404516912	411673624	-31611750	485056320	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	330.797668	9	148	22	229	-0.361422	0.49915	0.074513
14.519	09:15:28.519	40.451690252	-3.728767239	-12504	-2629	2031	579968	542186	1141659	0	5538	9574	-0.017875	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206147500	27	230	165	131	-123	654009	704245	-37287639	404516963	411673665	-31611719	485056283	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	346.746735	9	148	26	231	-0.389433	0.708356	0.026586
14.769	09:15:28.769	40.451699761	-3.728759440	-8324	-3595	-8994	354560	615976	1126463	0	5634	9708	-0.017875	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206147750	22	230	143	182	-93	653942	704178	-37287594	404517007	411673699	-31611679	485056249	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	346.746735	9	148	26	231	-0.400352	0.961926	-0.083156
15.019	09:15:29.019	40.451703488	-3.728754056	-5329	-1029	-5818	-61440	835559	906837	0	5750	9816	-0.01748	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206148000	19	230	123	208	-73	653904	704140	-37287540	404517044	411673728	-31611631	485056222	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	362.635376	9	148	26	231	-0.395704	0.864866	-0.09673
15.269	09:15:29.269	40.451707039	-3.728748197	-2801	1521	-1684	-94848	957916	736855	0	5877	9914	-0.01748	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206148250	19	229	123	202	-86	653898	704134	-37287482	404517080	411673757	-31611581	485056199	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	362.635376	9	148	26	231	-0.38827	0.792746	-0.094039
15.519	09:15:29.519	40.451710766	-3.728742813	-1762	4287	-368	-63104	1006141	695950	0	5998	10017	-0.017144	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206148500	19	229	125	191	-97	653838	704074	-37287428	404517117	411673785	-31611533	485056171	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	377.037323	9	148	26	231	-0.395488	0.753514	-0.06796
15.769	09:15:29.769	40.451714583	-3.728737665	4880	7293	470	-88704	989685	687496	0	6115	10124	-0.017144	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206148750	19	229	121	193	-110	653748	703984	-37287376	404517155	411673811	-31611486	485056140	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	377.037323	9	148	26	231	-0.398231	0.708015	-0.054292
16.019	09:15:30.019	40.451718669	-3.728732520	-374	2789	887	-91520	1017958	721773	0	6225	10238	-0.016817	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206149000	19	228	131	177	-116	653691	703927	-37287325	404517196	411673842	-31611441	485056109	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	391.862305	9	148	26	231	-0.38866	0.702067	-0.0481
16.269	09:15:30.269	40.451722844	-3.728727612	-1269	2902	-4002	-164096	939022	747211	0	6332	10354	-0.016817	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206149250	20	228	134	177	-108	653667	703903	-37287276	404517238	411673875	-31611397	485056080	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	407.509369	9	148	26	231	-0.394247	0.680119	-0.036199
16.519	09:15:30.519	40.451727109	-3.728722705	-16763	3551	2876	-88192	949257	711901	0	6454	10488	-0.016492	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206149500	26	228	152	173	-105	653630	703866	-37287227	404517280	411673908	-31611354	485056050	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	407.509369	9	148	20	228	-0.397205	0.637828	-0.018576
16.769	09:15:30.769	40.451731462	-3.728718153	-12676	3375	2341	-77568	937687	870607	0	6530	10594	-0.016492	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206149750	28	228	154	163	-118	653612	703848	-37287181	404517324	411673945	-31611313	485056019	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	407.509369	9	148	20	228	-0.402509	0.608156	-0.001111
17.019	09:15:31.019	40.451736084	-3.728713840	-11240	2765	-5460	100096	881295	883683	0	6628	10728	-0.016178	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206150000	27	227	148	157	-121	653590	703826	-37287138	404517370	411673982	-31611274	485055987	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	423.540588	9	148	20	228	-0.398223	0.662746	0.00596
17.269	09:15:31.269	40.451740436	-3.728709405	-13145	47	-7026	133120	808459	924968	0	6725	10857	-0.016178	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206150250	30	227	151	161	-107	653553	703789	-37287094	404517414	411674017	-31611234	485055955	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	423.540588	9	148	20	228	-0.402732	0.741104	-0.022656
17.519	09:15:31.519	40.451744700	-3.728704734	-13198	-1092	1295	87296	851474	916627	0	6825	10976	-0.015856	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206150500	32	227	151	183	-80	653584	703820	-37287047	404517456	411674054	-31611193	485055929	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	440.962555	9	148	20	228	-0.42017	0.860453	-0.061404
17.769	09:15:31.769	40.451748607	-3.728699469	-7673	5463	-579	130816	883616	810199	0	6939	11087	-0.015856	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206150750	25	227	136	190	-83	653602	703838	-37286994	404517495	411674088	-31611146	485055906	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	457.556793	9	148	20	228	-0.409658	0.872979	-0.074183
18.019	09:15:32.019	40.451752066	-3.728693846	-12346	-2298	-7571	408704	964220	751410	0	7061	11188	-0.015566	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206151000	22	227	113	211	-71	653599	703835	-37286938	404517530	411674118	-31611097	485055883	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	457.556793	9	148	20	228	-0.401614	0.997408	-0.127152
18.269	09:15:32.269	40.451754896	-3.728687980	-5898	-3864	-3614	166016	920096	658864	0	7189	11270	-0.01531	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206151250	26	227	82	202	-54	653589	703825	-37286880	404517558	411674141	-31611047	485055865	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	473.006622	9	148	26	227	-0.387016	1.173519	-0.201575
18.519	09:15:32.519	40.451757096	-3.728681872	-6343	2018	-1767	206720	1033725	510602	0	7323	11335	-0.01531	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206151500	24	227	66	219	-42	653578	703814	-37286818	404517580	411674159	-31610993	485055852	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	473.006622	9	148	26	227	-0.381528	1.149576	-0.209291
18.769	09:15:32.769	40.451758940	-3.728675287	-7348	6512	6441	-109440	1112172	371659	0	7466	11388	-0.01531	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206151750	22	227	60	234	-39	653546	703782	-37286752	404517599	411674173	-31610936	485055839	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	486.158691	9	148	26	227	-0.386394	1.060075	-0.20392
19.019	09:15:33.019	40.451760874	-3.728668586	-12566	9097	-8248	-132224	1150698	229741	0	7633	11444	-0.015102	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206152000	25	227	69	223	-37	653548	703784	-37286685	404517618	411674189	-31610878	485055830	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	486.158691	9	148	26	227	-0.384443	1.035326	-0.191082
19.269	09:15:33.269	40.451763165	-3.728662361	-6936	5473	5012	39936	1100519	352588	0	7743	11498	-0.015102	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206152250	25	227	96	206	-37	653518	703754	-37286623	404517641	411674206	-31610825	485055815	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3639.471924	9	148	26	227	-0.392068	1.038584	-0.179892
19.519	09:15:33.519	40.451765545	-3.728656372	-4122	2760	-11170	-89856	1093792	394662	0	7879	11569	-0.032989	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206152500	24	228	91	218	-50	653551	703786	-37286563	404517665	411674229	-31610773	485055803	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3639.471924	9	148	26	227	-0.400282	1.019989	-0.16732
19.769	09:15:33.769	40.451768196	-3.728650268	-14575	-1083	-206	53888	1124965	465603	0	8010	11641	-0.032989	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206152750	23	228	100	204	-42	653587	703823	-37286502	404517691	411674253	-31610721	485055791	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3753.860596	9	148	26	227	-0.39736	1.048148	-0.147521
20.019	09:15:34.019	40.451770486	-3.728644278	-18482	735	5326	102912	1018745	437047	0	8143	11708	-0.032488	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206153000	33	228	87	217	-24	653594	703830	-37286442	404517714	411674273	-31610668	485055778	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3753.860596	9	148	26	227	-0.39571	1.109425	-0.171496
20.269	09:15:34.269	40.451772689	-3.728637934	-21392	4746	8389	-121088	1078103	406939	0	8277	11774	-0.032488	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206153250	33	229	96	215	-35	653617	703853	-37286379	404517736	411674294	-31610615	485055767	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3866.62915	9	148	26	227	-0.407262	1.072954	-0.167959
20.519	09:15:34.519	40.451775161	-3.728631592	-11838	5995	-2077	-7296	1099844	354612	0	8418	11845	-0.032015	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206153500	33	229	96	227	-38	653623	703859	-37286315	404517761	411674315	-31610559	485055753	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3866.62915	9	148	33	229	-0.392563	1.000864	-0.154791
20.769	09:15:34.769	40.451777813	-3.728625371	-4788	4165	-4561	-63104	1100116	389626	0	8552	11919	-0.032015	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206153750	40	230	104	209	-54	653652	703888	-37286253	404517787	411674339	-31610506	485055740	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3989.190918	9	148	33	229	-0.403603	0.998729	-0.139858
21.019	09:15:35.019	40.451780643	-3.728619387	-11987	-1702	-5116	-18432	1048834	445833	0	8680	12000	-0.031524	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206154000	38	231	108	203	-64	653631	703867	-37286194	404517816	411674362	-31610454	485055721	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	3989.190918	9	148	33	229	-0.401916	0.976336	-0.119121
21.269	09:15:35.269	40.451783743	-3.728613524	-6898	5619	1329	145408	1048097	504475	0	8806	12086	-0.031524	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206154250	39	232	111	208	-63	653614	703850	-37286135	404517847	411674387	-31610403	485055700	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	4119.923828	9	148	33	229	-0.404012	0.95684	-0.126085
21.519	09:15:35.519	40.451786662	-3.728607777	-11221	-1722	7060	539264	953342	542855	0	8948	12180	-0.031024	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206154500	43	232	105	198	-48	653609	703844	-37286078	404517876	411674411	-31610353	485055682	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	4119.923828	9	148	33	229	-0.391646	1.136384	-0.153326
21.769	09:15:35.769	40.451789133	-3.728601671	-18606	-4357	3284	128000	1004901	561453	0	9058	12238	-0.031024	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206154750	41	233	92	225	-21	653621	703857	-37286016	404517901	411674433	-31610299	485055669	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	4246.171387	9	148	33	229	-0.367707	1.347172	-0.245229
22.019	09:15:36.019	40.451791068	-3.728594970	-11029	1140	-10423	-114432	1061124	440509	0	9208	12298	-0.030563	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206155000	37	234	58	230	-13	653594	703830	-37285949	404517920	411674447	-31610241	485055657	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	4246.171387	9	148	33	229	-0.371717	1.282824	-0.244379
22.269	09:15:36.269	40.451792554	-3.728587792	-13236	4814	4143	-166912	1155243	219184	0	9366	12343	-0.030563	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206155250	32	234	64	233	-1	653531	703767	-37285878	404517935	411674456	-31610180	485055645	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	4246.171387	9	148	33	229	-0.378146	1.202946	-0.243261
22.519	09:15:36.519	40.451794038	-3.728581086	2032	1892	-2401	100736	1160063	183309	0	9514	12383	-0.030141	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206155500	37	235	79	233	-3	653597	703832	-37285810	404517950	411674473	-31610122	485055643	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	4366.87207	9	148	32	234	-0.383839	1.174191	-0.199236
22.769	09:15:36.769	40.451795883	-3.728574266	-11426	-395	3765	-125056	1147418	242590	0	9663	12432	-0.030141	0.17613	-117.875641	-246.582184	-63.519115	1000.	600.	1400.	0.	-426.920166	-0.17613	0.	1	3	9	148	206155750	37	236	81	236	-16	653655	703891	-37285742	404517968	411674492	-31610064	485055638	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	5.79,-10.56,6.,2.,5.	0.7	1	6	4366.87207	9	148	32	234	-0.391389	1.149138	-0.202589
