Time	UTC	GPS_lat(deg)	GPS_long(deg)	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROVER_CTRL:curvature	ROVER_CTRL:speed_measured	ROVER_CTRL:d_action	ROVER_CTRL:p_action	ROVER_CTRL:i_action	ROVER_CTRL:kd	ROVER_CTRL:ki	ROVER_CTRL:kp	ROVER_CTRL:delta_sp	ROVER_CTRL:throttle_command	ROVER_CTRL:speed_error	ROVER_CTRL:speed_sp	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	INS_REF:baro_qfe	INS_REF:hmsl0	INS_REF:alt0	INS_REF:lon0	INS_REF:lat0	INS_REF:ecef_z0	INS_REF:ecef_y0	INS_REF:ecef_x0	GVF:p	GVF:ke	GVF:s	GVF:traj	GVF:error	GPS_SOL:numSV	GPS_SOL:PDOP	GPS_SOL:Sacc	GPS_SOL:Pacc	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
279.019	09:19:53.019	40.451754346	-3.728532188	-13480	-1073	7791	9216	593754	-850353	0	10662	11163	-0.060713	1.991909	-72.479248	11.327195	297.197449	1000.	600.	1400.	-0.424213	3035.996826	0.008091	2.	1	3	9	152	206411750	32	221	-127	148	93	653540	703776	-37285321	404517553	411674134	-31609727	485055951	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.277916	9	152	33	205	-0.306943	2.199381	0.140988
279.269	09:19:53.269	40.451754346	-3.728532188	-12906	2184	-1257	-145664	717724	-881367	0	10775	11070	-0.058494	2.026234	-37.360191	-36.728142	294.239716	1000.	600.	1400.	0.855731	3020.308838	-0.026234	2.	1	3	9	152	206412250	32	223	-133	170	104	653535	703771	-37285226	404517490	411674080	-31609649	485056001	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.410294	9	152	33	205	-0.306943	2.199381	0.140988
279.519	09:19:53.519	40.451748100	-3.728522686	-12480	4077	5704	5248	604454	-947198	0	10880	10965	-0.058494	2.026234	-37.360191	-36.728142	294.239716	1000.	600.	1400.	0.855731	3020.308838	-0.026234	2.	1	3	9	152	206412500	40	224	-133	140	114	653606	703842	-37285179	404517455	411674055	-31609611	485056035	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.410294	9	152	33	205	-0.299896	2.139869	0.150123
279.769	09:19:53.769	40.451744526	-3.728517930	-13337	-1937	-2391	-40704	596790	-895631	0	10972	10869	-0.057366	2.060612	-19.264221	-84.85675	281.74295	1000.	600.	1400.	0.329959	2977.985596	-0.060612	2.	1	3	9	152	206412750	38	226	-122	137	108	653696	703932	-37285135	404517422	411674033	-31609577	485056068	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.721062	9	152	38	226	-0.301373	2.170104	0.182475
280.019	09:19:54.019	40.451741311	-3.728513532	941	2131	-643	-61952	712233	-796620	0	11082	10786	-0.057366	2.060612	-19.264221	-84.85675	281.74295	1000.	600.	1400.	0.329959	2977.985596	-0.060612	2.	1	3	9	152	206413000	36	227	-98	165	106	653711	703947	-37285085	404517392	411674009	-31609535	485056093	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.721062	9	152	38	226	-0.30879	2.19787	0.182282
280.269	09:19:54.269	40.451741311	-3.728513532	-14050	3409	7300	15360	724681	-667387	0	11195	10716	-0.056225	2.074409	82.993507	-104.172607	261.241333	1000.	600.	1400.	1.76156	3040.508789	-0.074409	2.	1	3	9	152	206413000	36	227	-98	165	106	653711	703947	-37285085	404517392	411674009	-31609535	485056093	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.636131	9	152	38	226	-0.307094	2.235195	0.186557
280.519	09:19:54.519	40.451735700	-3.728503211	-8181	-2742	558	71168	868499	-646793	0	11322	10647	-0.056225	2.074409	82.993507	-104.172607	261.241333	1000.	600.	1400.	1.76156	3040.508789	-0.074409	2.	1	3	9	152	206413500	34	230	-81	192	96	653701	703937	-37284975	404517342	411673966	-31609444	485056134	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.636131	9	152	38	226	-0.294491	2.27198	0.16936
280.769	09:19:54.769	40.451733303	-3.728497525	-5037	789	-1242	388096	894372	-568596	0	11445	10579	-0.055044	2.053602	16.641617	-75.042107	243.276474	1000.	600.	1400.	5.131144	2985.19751	-0.053602	2.	1	3	9	152	206413750	35	231	-89	175	93	653772	704008	-37284918	404517319	411673951	-31609398	485056160	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	1.130146	9	152	38	226	-0.317055	2.313087	0.182866
281.019	09:19:55.019	40.451730997	-3.728491839	-9627	-5772	-4876	280960	777563	-642008	0	11546	10498	-0.055044	2.053602	16.641617	-75.042107	243.276474	1000.	600.	1400.	5.131144	2985.19751	-0.053602	2.	1	3	9	152	206414000	38	233	-120	128	111	653832	704068	-37284872	404517289	411673930	-31609360	485056188	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	1.130146	9	152	38	226	-0.361994	2.43933	0.111643
281.269	09:19:55.269	40.451727963	-3.728487207	-4764	-2976	-8803	264704	724072	-674148	0	11635	10412	-0.055044	2.053602	16.641617	-75.042107	243.276474	1000.	600.	1400.	5.131144	2985.19751	-0.053602	2.	1	3	9	152	206414000	38	233	-120	128	111	653832	704068	-37284872	404517289	411673930	-31609360	485056188	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	2.699253	9	152	38	226	-0.374683	2.54338	0.077959
281.519	09:19:55.519	40.451727963	-3.728487207	-4821	1072	-2357	36608	549024	-711040	0	11710	10322	-0.055044	2.053602	16.641617	-75.042107	243.276474	1000.	600.	1400.	5.131144	2985.19751	-0.053602	2.	1	3	9	152	206414500	29	232	-145	89	128	653988	704224	-37284794	404517224	411673884	-31609299	485056251	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	2.699253	9	152	38	226	-0.404455	2.553035	0.063023
281.769	09:19:55.769	40.451721435	-3.728479471	-12183	1331	1457	76160	448415	-890853	0	11809	10229	-0.056696	1.941047	75.244904	82.533936	234.415848	1000.	600.	1400.	2.295973	3191.841064	0.058953	2.	1	3	8	156	206414750	28	226	-152	90	123	654088	704324	-37284745	404517196	411673868	-31609259	485056281	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	2.699253	8	156	28	226	-0.409117	2.591175	0.02436
282.019	09:19:56.019	40.451718674	-3.728474488	-3591	599	843	-2304	365137	-924953	0	11895	10129	-0.056696	1.941047	75.244904	82.533936	234.415848	1000.	600.	1400.	2.295973	3191.841064	0.058953	2.	1	3	8	156	206414750	28	226	-152	90	123	654088	704324	-37284745	404517196	411673868	-31609259	485056281	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	2.699253	8	156	28	226	-0.413347	2.624691	0.017933
282.269	09:19:56.269	40.451715274	-3.728470796	-9301	1399	3352	-45184	314180	-984634	0	11951	10006	-0.05949	1.908244	-46.133995	128.458878	257.988129	1000.	600.	1400.	0.755352	3139.762451	0.091756	2.	1	3	8	156	206415250	27	219	-153	87	143	654023	704259	-37284686	404517116	411673796	-31609212	485056337	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	3.45425	8	156	28	226	-0.394169	2.616645	0.007758
282.519	09:19:56.519	40.451710693	-3.728468624	-7798	3829	-4944	-16768	280980	-1020630	0	11976	9853	-0.05949	1.908244	-46.133995	128.458878	257.988129	1000.	600.	1400.	0.755352	3139.762451	0.091756	2.	1	3	8	156	206415500	32	218	-150	73	132	653866	704102	-37284677	404517060	411673738	-31609207	485056366	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	3.45425	8	156	28	226	-0.390864	2.626103	-0.01221
282.769	09:19:56.769	40.451705113	-3.728467738	-8478	2575	3190	-185216	292997	-987211	0	12004	9703	-0.05949	1.908244	-46.133995	128.458878	257.988129	1000.	600.	1400.	0.755352	3139.762451	0.091756	2.	1	3	8	156	206415750	27	216	-146	102	125	653695	703931	-37284664	404517008	411673683	-31609197	485056391	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.898384	8	156	28	226	-0.395583	2.599215	0.039855
283.019	09:19:57.019	40.451705113	-3.728467738	-3763	3702	-3427	-185216	301134	-1094221	0	12054	9560	-0.05949	1.908244	-46.133995	128.458878	257.988129	1000.	600.	1400.	0.755352	3139.762451	0.091756	2.	1	3	8	156	206416000	36	215	-162	103	128	653542	703778	-37284640	404516958	411673631	-31609178	485056417	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.898384	8	156	28	226	-0.366028	2.451568	0.063152
283.269	09:19:57.269	40.451694866	-3.728464089	-19875	5873	-6526	-205952	392895	-1056400	0	12119	9414	-0.074923	1.942378	-131.392487	80.671242	308.380371	1000.	600.	1400.	0.434625	3057.313477	0.057622	2.	1	3	8	156	206416000	36	215	-162	103	128	653542	703778	-37284640	404516958	411673631	-31609178	485056417	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-1.575073	8	156	28	226	-0.382756	2.397478	0.088739
283.519	09:19:57.519	40.451689750	-3.728460968	-13222	-541	-2961	-6656	489980	-1105063	0	12204	9276	-0.074923	1.942378	-131.392487	80.671242	308.380371	1000.	600.	1400.	0.434625	3057.313477	0.057622	2.	1	3	8	156	206416000	36	215	-162	103	128	653542	703778	-37284640	404516958	411673631	-31609178	485056417	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-1.575073	8	156	28	226	-0.347294	2.3711	0.096342
283.769	09:19:57.769	40.451685092	-3.728456790	-7372	4624	-24	133120	560733	-1047418	0	12295	9150	-0.086691	2.048807	-164.151199	-68.330002	311.090973	1000.	600.	1400.	2.343654	2878.902588	-0.048807	2.	1	3	8	156	206416500	43	216	-165	134	132	653404	703640	-37284568	404516860	411673539	-31609121	485056481	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-1.961018	8	156	41	217	-0.346552	2.385845	0.081164
284.019	09:19:58.019	40.451680703	-3.728452733	-9842	1906	-1689	73344	486351	-956818	0	12370	9043	-0.086691	2.048807	-164.151199	-68.330002	311.090973	1000.	600.	1400.	2.343654	2878.902588	-0.048807	2.	1	3	8	156	206416500	43	216	-165	134	132	653404	703640	-37284568	404516860	411673539	-31609121	485056481	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-1.961018	8	156	41	217	-0.355272	2.535048	0.060468
284.269	09:19:58.269	40.451680703	-3.728452733	-326	-2644	-378	179328	516267	-896939	0	12444	8925	-0.101673	2.108369	-24.747849	-151.716751	284.794983	1000.	600.	1400.	3.350983	2908.980469	-0.108369	2.	1	3	9	152	206417000	38	218	-132	123	124	653413	703649	-37284489	404516776	411673469	-31609058	485056546	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.757946	8	156	41	217	-0.355032	2.574966	0.057547
284.519	09:19:58.519	40.451672458	-3.728445804	-8650	1501	-6992	136448	499986	-921438	0	12522	8803	-0.101673	2.108369	-24.747849	-151.716751	284.794983	1000.	600.	1400.	3.350983	2908.980469	-0.108369	2.	1	3	8	156	206417500	39	220	-148	106	126	653435	703671	-37284423	404516694	411673401	-31609006	485056611	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.757946	8	156	41	217	-0.367809	2.648822	0.032786
284.769	09:19:58.769	40.451672458	-3.728445804	-2614	-287	-8395	212352	433564	-964415	0	12577	8676	-0.1328	2.110241	-37.145615	-154.336975	251.958298	1000.	600.	1400.	4.154831	2861.137207	-0.110241	2.	1	3	9	152	206417750	41	221	-167	73	121	653421	703657	-37284398	404516649	411673362	-31608987	485056643	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.134876	8	156	41	217	-0.379863	2.713568	0.003497
285.019	09:19:59.019	40.451663938	-3.728439815	-2064	1423	3509	222848	426563	-1005918	0	12630	8546	-0.1328	2.110241	-37.145615	-154.336975	251.958298	1000.	600.	1400.	4.154831	2861.137207	-0.110241	2.	1	3	9	152	206418000	29	222	-162	71	126	653303	703539	-37284373	404516601	411673314	-31608968	485056670	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.134876	8	156	41	217	-0.395346	2.84789	-0.052205
285.269	09:19:59.269	40.451663938	-3.728439815	-7649	-4293	-5092	260352	376078	-1012777	0	12676	8408	-0.226517	2.103376	68.831444	-144.726608	218.454453	1000.	600.	1400.	5.305329	2943.179443	-0.103376	2.	1	3	9	152	206418250	20	222	-173	54	120	653270	703506	-37284352	404516554	411673272	-31608952	485056702	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.635433	8	156	41	217	-0.401712	2.915488	-0.074618
285.519	09:19:59.519	40.451663938	-3.728439815	-12829	-4508	5228	231296	266471	-992582	0	12706	8277	-0.226517	2.103376	68.831444	-144.726608	218.454453	1000.	600.	1400.	5.305329	2943.179443	-0.103376	2.	1	3	9	152	206418500	29	222	-174	30	109	653252	703488	-37284338	404516506	411673231	-31608942	485056736	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.635433	8	156	41	217	-0.366495	3.100289	-0.145982
285.769	09:19:59.769	40.451649651	-3.728433883	-19664	-6738	2581	694912	195463	-969805	0	12715	8143	-0.302014	2.045899	162.601471	-64.258484	194.251984	1000.	600.	1400.	9.121211	3092.870361	-0.045899	2.	1	3	9	152	206418750	31	220	-163	-15	112	653249	703485	-37284333	404516461	411673192	-31608940	485056769	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.635433	8	156	41	217	-0.347627	3.312986	-0.202552
286.019	09:20:0.019	40.451649651	-3.728433883	-8846	-3473	-4650	397568	42308	-964247	0	12694	8021	-0.302014	2.045899	162.601471	-64.258484	194.251984	1000.	600.	1400.	9.121211	3092.870361	-0.045899	2.	1	3	9	152	206419000	34	220	-154	-79	87	653217	703453	-37284344	404516417	411673153	-31608951	485056797	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.635433	8	156	41	217	-0.2786	3.67763	-0.317112
286.269	09:20:0.269	40.451640729	-3.728434376	-7927	57	-2479	126976	-146994	-907253	0	12652	7915	-0.302014	2.045899	162.601471	-64.258484	194.251984	1000.	600.	1400.	9.121211	3092.870361	-0.045899	2.	1	3	9	152	206419000	34	220	-154	-79	87	653217	703453	-37284344	404516417	411673153	-31608951	485056797	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.635433	8	156	41	217	-0.271132	3.655746	-0.340563
286.519	09:20:0.519	40.451640729	-3.728434376	80	5209	-1728	-79744	-570800	-814897	0	12564	7806	-0.302014	2.045899	162.601471	-64.258484	194.251984	1000.	600.	1400.	9.121211	3092.870361	-0.045899	2.	1	3	8	161	206419250	45	221	-140	-134	72	653168	703404	-37284370	404516378	411673117	-31608975	485056820	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.635433	8	156	41	217	-0.254639	3.68668	-0.368571
286.769	09:20:0.769	40.451633030	-3.728440897	-8147	2863	-2440	-263936	-729637	-738343	0	12474	7694	-0.116517	1.945972	-18.501282	75.639748	206.340164	1000.	600.	1400.	-2.329179	3063.154541	0.054028	2.	1	3	8	161	206419750	45	225	-157	-125	77	652984	703220	-37284444	404516301	411673040	-31609040	485056857	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.110378	8	156	41	217	-0.27343	3.579138	-0.365167
287.019	09:20:1.019	40.451633030	-3.728440897	-13404	4126	-5990	-258944	-754342	-782332	0	12402	7572	-0.116517	1.945972	-18.501282	75.639748	206.340164	1000.	600.	1400.	-2.329179	3063.154541	0.054028	2.	1	3	8	161	206420000	35	226	-163	-109	81	653025	703260	-37284473	404516258	411673006	-31609068	485056890	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.110378	8	156	41	217	-0.307579	3.451171	-0.323396
287.269	09:20:1.269	40.451624882	-3.728447295	-9789	5868	-2789	-195328	-754342	-782332	0	12402	7572	-0.093682	1.942287	-62.823296	80.798744	223.620682	1000.	600.	1400.	-0.003528	3041.249756	0.057713	2.	1	3	8	161	206420000	35	226	-163	-109	81	653025	703260	-37284473	404516258	411673006	-31609068	485056890	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-1.328972	8	156	41	217	-0.344494	3.393537	-0.294492
287.519	09:20:1.519	40.451620453	-3.728449606	-9560	6073	-3113	70016	-626947	-905401	0	12309	7316	-0.093682	1.942287	-62.823296	80.798744	223.620682	1000.	600.	1400.	-0.003528	3041.249756	0.057713	2.	1	3	8	161	206420500	37	228	-177	-93	114	652981	703217	-37284513	404516169	411672928	-31609105	485056948	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-1.328972	8	156	41	217	-0.339462	3.413308	-0.284916
287.769	09:20:1.769	40.451615937	-3.728451326	-4682	569	-5421	157568	-566954	-956854	0	12269	7182	-0.093682	1.942287	-62.823296	80.798744	223.620682	1000.	600.	1400.	-0.003528	3041.249756	0.057713	2.	1	3	8	161	206420750	35	228	-170	-91	114	652997	703233	-37284533	404516122	411672889	-31609124	485056982	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.691444	8	156	41	217	-0.338619	3.474056	-0.279825
288.019	09:20:2.019	40.451615937	-3.728451326	-3797	-839	-1306	114688	-449776	-942938	0	12234	7047	-0.093682	1.942287	-62.823296	80.798744	223.620682	1000.	600.	1400.	-0.003528	3041.249756	0.057713	2.	1	3	8	161	206421000	25	225	-161	-91	117	652958	703193	-37284550	404516075	411672847	-31609140	485057012	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.691444	8	156	41	217	-0.327051	3.594603	-0.320068
288.269	09:20:2.269	40.451615937	-3.728451326	-19157	-712	-7385	339584	-489616	-973713	0	12184	6925	-0.069015	2.02225	-113.916397	-31.149912	235.763184	1000.	600.	1400.	4.03482	2890.830322	-0.02225	2.	1	3	8	161	206421000	25	225	-161	-91	117	652958	703193	-37284550	404516075	411672847	-31609140	485057012	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.916534	8	156	41	217	-0.269617	3.687741	-0.330927
288.519	09:20:2.519	40.451602295	-3.728457547	-14117	-2868	-3221	133120	-536238	-882461	0	12117	6807	-0.069015	2.02225	-113.916397	-31.149912	235.763184	1000.	600.	1400.	4.03482	2890.830322	-0.02225	2.	1	3	8	161	206421000	25	225	-161	-91	117	652958	703193	-37284550	404516075	411672847	-31609140	485057012	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.916534	8	156	41	217	-0.24833	3.751647	-0.357165
288.769	09:20:2.769	40.451598131	-3.728460686	-8473	3785	-3908	118016	-641866	-883465	0	12042	6709	-0.063691	2.06166	-3.71933	-86.323738	220.068039	1000.	600.	1400.	2.00811	2930.39502	-0.06166	2.	1	3	8	161	206421500	38	224	-148	-126	85	652817	703053	-37284606	404515991	411672767	-31609192	485057059	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	1.632496	8	156	41	217	-0.233092	3.780831	-0.356025
289.019	09:20:3.019	40.451598131	-3.728460686	-10924	-1083	-4237	69504	-688675	-727240	0	11946	6615	-0.063691	2.06166	-3.71933	-86.323738	220.068039	1000.	600.	1400.	2.00811	2930.39502	-0.06166	2.	1	3	8	161	206421750	47	225	-148	-167	73	652705	702941	-37284646	404515955	411672729	-31609226	485057074	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	1.632496	8	156	41	217	-0.243045	3.783754	-0.376831
289.269	09:20:3.269	40.451591141	-3.728468984	-10244	2902	-2160	-32384	-790632	-649706	0	11846	6518	-0.060975	2.05458	111.603737	-76.412628	200.542648	1000.	600.	1400.	-0.55759	3036.061279	-0.05458	2.	1	3	8	161	206421750	47	225	-148	-167	73	652705	702941	-37284646	404515955	411672729	-31609226	485057074	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.689579	8	156	41	217	-0.240325	3.806888	-0.405091
289.519	09:20:3.519	40.451587781	-3.728473311	-5496	8765	1644	-80896	-834119	-600676	0	11744	6418	-0.060975	2.05458	111.603737	-76.412628	200.542648	1000.	600.	1400.	-0.55759	3036.061279	-0.05458	2.	1	3	8	161	206422250	47	228	-130	-150	66	652618	702854	-37284733	404515887	411672666	-31609303	485057111	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	0.689579	8	156	41	217	-0.253504	3.777554	-0.404768
289.769	09:20:3.769	40.451584510	-3.728477639	-14256	6127	-83	-63616	-834119	-600676	0	11744	6418	-0.058991	2.01109	90.59906	-15.52639	191.623245	1000.	600.	1400.	-0.642011	3066.762451	-0.01109	2.	1	3	8	161	206422500	45	229	-121	-162	76	652565	702801	-37284776	404515854	411672634	-31609341	485057129	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.222984	8	161	37	231	-0.271792	3.767834	-0.391414
290.019	09:20:4.019	40.451581150	-3.728481848	-5123	4009	-5961	-57984	-826852	-670479	0	11566	6222	-0.058991	2.01109	90.59906	-15.52639	191.623245	1000.	600.	1400.	-0.642011	3066.762451	-0.01109	2.	1	3	8	161	206423000	32	232	-137	-146	89	652502	702738	-37284858	404515783	411672571	-31609413	485057170	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.222984	8	161	37	231	-0.296088	3.722426	-0.382542
290.269	09:20:4.269	40.451577342	-3.728485817	-20234	3765	-3987	23680	-818658	-721933	0	11486	6109	-0.057935	2.004479	-44.679642	-6.270504	190.684113	1000.	600.	1400.	1.143729	2939.760742	-0.004479	2.	1	3	8	161	206423000	32	232	-137	-146	89	652502	702738	-37284858	404515783	411672571	-31609413	485057170	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.222984	8	161	37	231	-0.299557	3.7256	-0.361051
290.519	09:20:4.519	40.451577342	-3.728485817	-10220	-2088	2164	108544	-755916	-801412	0	11409	5999	-0.057935	2.004479	-44.679642	-6.270504	190.684113	1000.	600.	1400.	1.143729	2939.760742	-0.004479	2.	1	3	8	161	206423250	28	232	-130	-130	111	652513	702749	-37284896	404515744	411672538	-31609446	485057197	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.222984	8	161	37	231	-0.285892	3.764176	-0.361958
290.769	09:20:4.769	40.451577342	-3.728485817	-6917	-2376	-3103	175488	-695629	-801598	0	11333	5885	-0.056261	2.019175	62.155724	-26.844406	187.874222	1000.	600.	1400.	2.838754	3023.300537	-0.019175	2.	1	3	8	161	206423500	26	232	-144	-127	97	652445	702680	-37284930	404515706	411672501	-31609477	485057218	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.222984	8	161	37	231	-0.274251	3.792513	-0.357442
291.019	09:20:5.019	40.451561038	-3.728499674	-4898	677	-932	247424	-603696	-797952	0	11267	5759	-0.056261	2.019175	62.155724	-26.844406	187.874222	1000.	600.	1400.	2.838754	3023.300537	-0.019175	2.	1	3	8	161	206423750	27	233	-139	-131	106	652448	702683	-37284966	404515666	411672468	-31609509	485057245	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	-0.222984	8	161	37	231	-0.24321	3.896949	-0.375762
291.269	09:20:5.269	40.451561038	-3.728499674	-6974	-2259	-8882	341248	-667406	-725070	0	11193	5654	-0.056261	2.019175	62.155724	-26.844406	187.874222	1000.	600.	1400.	2.838754	3023.300537	-0.019175	2.	1	3	8	161	206424000	25	232	-133	-124	91	652329	702565	-37284996	404515620	411672422	-31609536	485057267	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	1.937809	8	161	37	231	-0.217126	3.947741	-0.395176
291.519	09:20:5.519	40.451557593	-3.728503175	-9411	-683	2930	310528	-669344	-663714	0	11106	5575	-0.056261	2.019175	62.155724	-26.844406	187.874222	1000.	600.	1400.	2.838754	3023.300537	-0.019175	2.	1	3	8	161	206424500	31	232	-94	-185	61	652272	702508	-37285077	404515556	411672363	-31609607	485057305	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	1.937809	8	161	37	231	-0.186362	4.024014	-0.403503
291.769	09:20:5.769	40.451554681	-3.728507743	-7822	2711	-3702	302720	-848203	-599745	0	11010	5496	-0.055093	1.981855	-11.777878	25.40295	185.087814	1000.	600.	1400.	1.824197	2998.604004	0.018145	2.	1	3	8	161	206424500	31	232	-94	-185	61	652272	702508	-37285077	404515556	411672363	-31609607	485057305	0.	0	702390	-37290189	404513595	411670698	-31614026	485058423	34.4375,32.238281,15.,1.5,5.	0.09	1	6	2.396931	8	161	37	231	-0.146611	4.100556	-0.431308
