Time	UTC	GPS_lat(deg)	GPS_long(deg)	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROVER_CTRL:curvature	ROVER_CTRL:speed_measured	ROVER_CTRL:d_action	ROVER_CTRL:p_action	ROVER_CTRL:i_action	ROVER_CTRL:kd	ROVER_CTRL:ki	ROVER_CTRL:kp	ROVER_CTRL:delta_sp	ROVER_CTRL:throttle_command	ROVER_CTRL:speed_error	ROVER_CTRL:speed_sp	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	GVF:p	GVF:ke	GVF:s	GVF:traj	GVF:error	GPS_SOL:numSV	GPS_SOL:PDOP	GPS_SOL:Sacc	GPS_SOL:Pacc	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
9.684	09:07:10.684	40.451681658	-3.728701459	-604	40	-2849	45453276	-1053817	-1121975	3657780	6530	6743	-0.	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	23	110	205649750	11	57	0	0	0	652615	702851	-37287014	404516826	0	0	0	34.167969,25.679688,25.,4.	0.7	1	4	-15.640625	24	110	11	57	0.046903	3.892384	3.117476
9.934	09:07:10.934	40.451676756	-3.728707302	-2502	1492	-406	45489316	-1069546	-1095760	3663331	6402	6607	-0.	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	110	205650250	11	57	0	0	0	652582	702818	-37287131	404516730	0	0	0	34.167969,25.679688,25.,4.	0.7	1	4	-15.640625	24	110	11	57	0.041149	3.898925	3.119704
10.184	09:07:11.184	40.451672035	-3.728713148	255	596	1133	45546996	-1074789	-1153432	3668886	6272	6469	-0.04948	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	110	205650500	11	57	0	0	0	652614	702850	-37287191	404516682	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1597.819458	24	110	11	57	0.046819	3.913403	3.133574
10.434	09:07:11.434	40.451667312	-3.728719111	-123	1358	3993	45555136	-1085275	-1064303	3674445	6141	6333	-0.04948	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	110	205650500	11	57	0	0	0	652614	702850	-37287191	404516682	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1597.819458	24	110	11	57	0.027145	3.86691	3.121296
10.684	09:07:11.684	40.451662499	-3.728725192	1512	959	-3339	45596900	-1043332	-1200618	3680010	6010	6197	-0.051273	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	110	205650750	11	57	0	0	0	652630	702866	-37287251	404516634	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1541.146118	24	110	11	57	0.067711	3.821889	3.119021
10.934	09:07:11.934	40.451657687	-3.728731154	2763	-3486	-360	45613784	-969931	-1268775	3685578	5890	6046	-0.051273	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	23	110	205651250	11	57	0	0	0	652605	702840	-37287367	404516533	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1541.146118	24	110	11	57	0.083818	3.796915	3.103006
11.184	09:07:12.184	40.451652336	-3.728736757	2239	-2239	110	45670348	-969931	-1300233	3691147	5772	5890	-0.053308	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	23	110	205651250	11	57	0	0	0	652605	702840	-37287367	404516533	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1371.590942	24	110	11	57	0.083991	3.771528	3.103699
11.434	09:07:12.434	40.451646897	-3.728742123	637	-586	531	45721780	-849345	-1384119	3696725	5662	5726	-0.053308	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205651750	11	57	0	0	0	652613	702849	-37287472	404516421	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1371.590942	24	110	11	57	0.069421	3.697521	3.131269
11.684	09:07:12.684	40.451641189	-3.728747250	-4278	2229	-1793	45724508	-786431	-1368390	3702308	5562	5562	-0.055547	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205652000	10	57	0	0	0	652569	702805	-37287517	404516362	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1314.776733	24	110	11	57	0.084709	3.622767	3.123511
11.934	09:07:12.934	40.451635305	-3.728751786	2172	-2613	1297	45787764	-665845	-1457519	3707893	5475	5386	-0.055547	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205652000	10	57	0	0	0	652569	702805	-37287517	404516362	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1314.776733	24	110	11	57	0.077032	3.593468	3.11688
12.184	09:07:13.184	40.451629153	-3.728755847	-210	-2332	-1751	45805892	-581959	-1478490	3713483	5401	5212	-0.057969	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205652500	10	57	0	0	0	652529	702765	-37287592	404516239	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1205.758545	24	110	11	57	0.099101	3.58096	3.111385
12.434	09:07:13.434	40.451623006	-3.728759201	-1886	-1285	150	45815720	-513801	-1567619	3719073	5337	5025	-0.057969	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205652750	11	57	0	0	0	652531	702767	-37287622	404516174	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1205.758545	24	110	11	57	0.108729	3.435793	3.092902
12.684	09:07:13.684	40.451616500	-3.728762196	257	1590	-850	45862600	-513801	-1567619	3723551	5337	5025	-0.057969	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205652750	11	57	0	0	0	652531	702767	-37287622	404516174	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1102.103027	24	107	10	57	0.092182	3.443636	3.119169
12.934	09:07:13.934	40.451609909	-3.728764602	2331	119	-1166	45924888	-288358	-1641019	3730275	5248	4648	-0.060615	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205653000	10	57	0	0	0	652551	702787	-37287646	404516108	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1102.103027	24	107	10	57	0.061359	3.441071	3.116606
13.184	09:07:14.184	40.451603141	-3.728766298	1202	3084	-1557	45936244	-335544	-1604319	3735883	5209	4451	-0.06347	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205653500	11	57	0	0	0	652570	702806	-37287680	404515972	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1005.007324	24	107	10	57	0.055821	3.469036	3.119378
13.434	09:07:14.434	40.451596284	-3.728767993	2043	1609	-1224	45974472	-508558	-1557133	3741491	5160	4264	-0.06347	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205653500	11	57	0	0	0	652570	702806	-37287680	404515972	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1005.007324	24	107	10	57	0.023155	3.575487	3.125502
13.684	09:07:14.684	40.451589693	-3.728770280	288	2062	525	45998124	-760216	-1483733	3747104	5086	4080	-0.066656	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205653750	10	57	0	0	0	652524	702760	-37287703	404515906	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	911.113525	24	107	10	57	0.021465	3.681277	3.132965
13.934	09:07:14.934	40.451583184	-3.728773748	23	1413	-783	45993872	-943717	-1420819	3752719	4986	3906	-0.066656	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	113	205654250	10	57	0	0	0	652464	702700	-37287784	404515780	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	911.113525	24	107	10	57	0.010451	3.799111	3.131152
14.184	09:07:15.184	40.451577029	-3.728778398	5162	-1096	1796	46044760	-1132461	-1184889	3758337	4861	3750	-0.070288	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	113	205654250	10	57	0	0	0	652464	702700	-37287784	404515780	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	817.88147	24	107	10	57	0.011364	3.902473	-3.128827
14.434	09:07:15.434	40.451571588	-3.728784118	815	-1191	360	46058744	-1289747	-1074789	3763958	4718	3614	-0.070288	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205654500	10	56	0	0	0	652457	702693	-37287841	404515725	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	817.88147	24	107	10	57	-0.023081	4.041672	-3.126383
14.684	09:07:15.684	40.451566771	-3.728790788	3514	160	1290	46101552	-1394604	-781188	3770709	4551	3504	-0.072135	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205655000	9	56	0	0	0	652520	702756	-37287983	404515638	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	732.725342	24	107	9	56	-0.030876	4.178881	-3.122085
14.934	09:07:15.934	40.451562850	-3.728798293	3873	799	2800	46122992	-1515190	-477101	3775209	4377	3430	-0.072135	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205655000	9	56	0	0	0	652520	702756	-37287983	404515638	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	732.725342	24	107	9	56	-0.039973	4.34934	-3.12191
15.184	09:07:16.184	40.451560276	-3.728806403	1257	2316	1298	46138656	-1551891	-110100	3780840	4193	3394	-0.07673	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205655250	9	56	0	0	0	652492	702728	-37288064	404515612	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	665.869873	24	107	9	56	-0.072909	4.562048	-3.126075
15.434	09:07:16.434	40.451559051	-3.728814880	-1871	3035	-430	46148608	-1530919	277872	3787599	4006	3407	-0.07673	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205655750	8	56	0	0	0	652594	702830	-37288235	404515604	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	665.869873	24	107	9	56	-0.084072	4.762861	-3.13668
15.684	09:07:16.684	40.451559447	-3.728823494	247	1426	225	46129048	-1420819	545259	3792105	3824	3456	-0.077699	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205655750	8	56	0	0	0	652594	702830	-37288235	404515604	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	630.898621	24	107	9	56	-0.087649	4.956857	3.135283
15.934	09:07:16.934	40.451561286	-3.728831886	5	2568	-180	46138160	-1284504	849345	3798863	3658	3545	-0.077699	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205656000	8	56	0	0	0	652646	702882	-37288318	404515622	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	630.898621	24	107	9	56	-0.088317	5.164099	3.125838
16.184	09:07:17.184	40.451564391	-3.728839585	2223	2395	559	46152016	-1011874	1116732	3803369	3520	3668	-0.07654	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205656500	10	56	0	0	0	652732	702968	-37288459	404515696	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	631.967834	24	107	9	56	-0.10434	5.400814	3.107732
16.434	09:07:17.434	40.451568676	-3.728845882	-606	671	-3120	46150824	-655359	1331690	3809003	3417	3822	-0.07654	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205656500	10	56	0	0	0	652732	702968	-37288459	404515696	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	631.967834	24	107	9	56	-0.106095	5.695832	3.095257
16.684	09:07:17.684	40.451574052	-3.728850539	-1804	-1025	-2376	46169044	-104857	1373633	3814638	3371	3991	-0.073609	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205656750	11	56	0	0	0	652749	702985	-37288505	404515750	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	670.842407	24	107	11	56	-0.08885	5.982293	3.078084
16.934	09:07:17.934	40.451579984	-3.728852726	-373	-1015	-2786	46179220	262143	1420819	3820274	3381	4162	-0.073609	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	109	205657250	10	56	0	0	0	652727	702963	-37288522	404515870	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	670.842407	24	107	11	56	-0.088084	6.246552	3.066616
17.184	09:07:18.184	40.451586113	-3.728852203	272	-1869	-2840	46206388	676330	1232075	3825911	3438	4328	-0.070153	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	109	205657250	10	56	0	0	0	652727	702963	-37288522	404515870	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	738.207397	24	107	11	56	-0.074817	0.213553	3.053325
17.434	09:07:18.434	40.451591895	-3.728849671	929	-414	-1300	46210152	922746	1043332	3831553	3540	4464	-0.070153	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205657500	9	56	0	0	0	652739	702975	-37288496	404515928	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	738.207397	24	107	11	56	-0.068177	0.466247	3.049495
17.684	09:07:18.684	40.451596789	-3.728845006	1242	1580	453	46248876	1153432	807402	3837194	3665	4579	-0.067347	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205658000	10	56	0	0	0	652772	703008	-37288391	404516017	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	812.471497	24	107	11	56	-0.02209	0.579397	3.049966
17.934	09:07:18.934	40.451600790	-3.728839153	-1792	-2048	1782	46254352	1263532	786431	3843968	3814	4674	-0.067347	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205658250	10	56	0	0	0	652739	702975	-37288323	404516050	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	812.471497	24	107	11	56	-0.004389	0.626764	3.048454
18.184	09:07:19.184	40.451604076	-3.728832349	2184	2425	-565	46307496	1274018	775945	3849616	3973	4769	-0.065003	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205658250	10	56	0	0	0	652739	702975	-37288323	404516050	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	877.430054	24	107	11	56	-0.008876	0.702343	3.051829
18.434	09:07:19.434	40.451607365	-3.728825073	3189	332	860	46306368	1373633	723516	3855267	4139	4856	-0.065003	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205658750	9	56	0	0	0	652705	702941	-37288174	404516114	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	877.430054	24	107	11	56	0.004958	0.7671	3.053569
18.684	09:07:19.684	40.451610476	-3.728817441	577	2764	295	46337684	1394604	739245	3859792	4308	4948	-0.063899	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205658750	9	56	0	0	0	652705	702941	-37288174	404516114	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	943.649353	24	107	9	56	0.011485	0.833876	3.065287
18.934	09:07:19.934	40.451613678	-3.728809692	-1719	337	1769	46355136	1389361	770702	3866583	4480	5038	-0.063899	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205659000	9	56	0	0	0	652686	702922	-37288096	404516146	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	943.649353	24	107	9	56	0.009031	0.871287	3.061134
19.184	09:07:20.184	40.451616882	-3.728801707	-225	-590	-2591	46395700	1410333	823131	3872244	4651	5132	-0.060578	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205659500	9	56	0	0	0	652703	702939	-37287937	404516211	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1015.562866	24	107	9	56	0.018131	0.902991	3.077706
19.434	09:07:20.434	40.451620175	-3.728793724	-1148	-685	2496	46416472	1420819	859831	3876776	4828	5237	-0.060578	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205659750	9	56	0	0	0	652724	702960	-37287856	404516248	0	0	0	5.79,-10.56,6.,2.,5.	0.7	1	6	1015.562866	24	107	9	56	0.009103	0.926693	3.080988
19.684	09:07:20.684	40.451623830	-3.728785626	163	-1702	232	46481004	1431304	786431	3883579	5007	5332	-0.134073	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205659750	9	56	0	0	0	652724	702960	-37287856	404516248	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	186.523941	24	107	9	56	0.016521	0.960188	3.083474
19.934	09:07:20.934	40.451627305	-3.728777408	2656	-200	-1231	46483088	1473247	802159	3889252	5189	5429	-0.134073	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205660250	9	56	0	0	0	652861	703097	-37287691	404516316	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	186.523941	24	107	9	56	0.012615	1.001553	3.078914
20.184	09:07:21.184	40.451630690	-3.728769190	-4536	-176	-824	46486036	1525676	718273	3893792	5373	5521	-0.158309	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205660250	9	56	0	0	0	652861	703097	-37287691	404516316	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	143.494766	24	107	9	56	0.028243	1.035167	3.082456
20.434	09:07:21.434	40.451633898	-3.728760498	984	1651	-1717	46551496	1504705	713031	3900607	5557	5606	-0.158309	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205660500	9	56	0	0	0	652852	703088	-37287605	404516348	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	143.494766	24	107	9	56	0.028293	1.062666	3.086974
20.684	09:07:21.684	40.451636835	-3.728752038	710	595	-204	46604484	1483733	754974	3906292	5742	5696	-0.179831	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205661000	9	56	0	0	0	652900	703136	-37287436	404516409	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	105.084732	24	107	9	56	0.039714	0.962363	3.097836
20.934	09:07:21.934	40.451639951	-3.728743581	883	1640	355	46681048	1342176	854588	3911986	5918	5790	-0.179831	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205661250	10	56	0	0	0	652943	703179	-37287355	404516443	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	105.084732	24	107	9	56	0.03405	0.929386	3.111406
21.184	09:07:22.184	40.451643335	-3.728735480	-2502	-945	661	46694176	1305475	891288	3917683	6077	5898	-0.204799	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205661250	10	56	0	0	0	652943	703179	-37287355	404516443	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	72.29171	24	107	9	56	-0.006981	0.979358	3.129771
21.434	09:07:22.434	40.451647076	-3.728728091	-4528	3560	-1817	46709096	1305475	854588	3922246	6236	6003	-0.204799	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205661750	10	56	0	0	0	652913	703149	-37287207	404516517	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	72.29171	24	107	9	56	0.025144	0.986808	3.10372
21.684	09:07:22.684	40.451650726	-3.728720701	-341	808	-170	46758856	1368390	933231	3927954	6405	6110	-0.21878	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205661750	10	56	0	0	0	652913	703149	-37287207	404516517	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	47.568672	24	107	9	56	0.028296	0.999416	3.099219
21.934	09:07:22.934	40.451654558	-3.728713077	-1521	-1954	-336	46795156	1373633	875560	3933665	6568	6218	-0.21878	2.452159	-16.927719	-633.022522	-1920.	1000.	600.	1400.	0.988975	230.049805	-0.452159	2.	1	3	24	107	205662000	11	56	0	0	0	652876	703112	-37287131	404516555	0	0	0	33.5,23.316406,6.,2.,5.	0.7	1	6	47.568672	24	107	9	56	0.017884	1.008092	3.109893
