Time	UTC	GPS_lat(deg)	GPS_long(deg)	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROVER_CTRL:curvature	ROVER_CTRL:speed_measured	ROVER_CTRL:d_action	ROVER_CTRL:p_action	ROVER_CTRL:i_action	ROVER_CTRL:kd	ROVER_CTRL:ki	ROVER_CTRL:kp	ROVER_CTRL:delta_sp	ROVER_CTRL:throttle_command	ROVER_CTRL:speed_error	ROVER_CTRL:speed_sp	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	GVF:p	GVF:ke	GVF:s	GVF:traj	GVF:error	GPS_SOL:numSV	GPS_SOL:PDOP	GPS_SOL:Sacc	GPS_SOL:Pacc	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
7.585	09:05:6.585	40.451629643	-3.728706675	725	-984	3352	27211390	-498073	1399847	1424559	6494	5575	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205525500	12	65	0	0	0	653546	703782	-37287067	404516306	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-6.660156	23	107	12	65	0.090379	6.098527	3.055887
7.835	09:05:6.835	40.451635755	-3.728708982	2079	-908	1923	27279800	-540016	1368390	1427886	6433	5742	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205526000	11	65	0	0	0	653497	703733	-37287117	404516426	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-6.660156	23	107	12	65	0.113521	6.032181	3.061708
8.085	09:05:7.085	40.451647341	-3.728714650	-400	1264	702	27315042	-571473	1294990	1431883	6369	5905	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205526250	10	65	0	0	0	653540	703775	-37287146	404516483	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-6.171875	23	107	12	65	0.107504	5.944425	3.049371
8.335	09:05:7.335	40.451652903	-3.728718248	784	-3180	1647	27398530	-734002	1284504	1435221	6292	6062	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205526500	10	65	0	0	0	653550	703786	-37287182	404516538	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-6.171875	23	107	12	65	0.097183	5.842521	3.070773
8.585	09:05:7.585	40.451658461	-3.728722671	1798	-1579	1262	27387512	-859831	1294990	1437896	6197	6220	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205526750	10	65	0	0	0	653547	703783	-37287226	404516594	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-5.5	23	107	12	65	0.112441	5.763951	3.051902
8.835	09:05:7.835	40.451658461	-3.728722671	2067	2143	1028	27469396	-990903	1101003	1441912	6082	6364	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205527000	10	65	0	0	0	653528	703764	-37287278	404516645	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-5.5	23	107	12	65	0.108421	5.697336	3.079528
9.085	09:05:8.085	40.451668213	-3.728733508	-516	-2389	362	27465108	-1043332	1080032	1445266	5959	6497	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205527250	11	65	0	0	0	653494	703730	-37287335	404516691	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-4.570312	23	107	11	65	0.106495	5.596424	3.053633
9.335	09:05:8.335	40.451672767	-3.728739808	-3889	-2534	-1009	27519666	-1200618	1048575	1448623	5821	6627	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205527500	11	65	0	0	0	653462	703698	-37287398	404516737	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-4.570312	23	107	11	65	0.126403	5.481568	3.055401
9.585	09:05:8.585	40.451677049	-3.728746576	2062	-2899	1967	27499664	-1242561	933231	1451979	5675	6750	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205527750	11	65	0	0	0	653451	703687	-37287466	404516780	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-3.460938	23	107	11	65	0.117625	5.294967	3.020607
9.835	09:05:8.835	40.451677049	-3.728746576	-416	486	891	27556680	-1373633	608173	1455340	5519	6840	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205527750	11	65	0	0	0	653451	703687	-37287466	404516780	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-3.460938	23	107	11	65	0.101741	5.1617	3.032227
10.085	09:05:9.085	40.451682357	-3.728762082	-3271	-393	-3058	27573618	-1530919	367001	1458032	5340	6899	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205528250	11	65	0	0	0	653424	703659	-37287620	404516833	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-2.152344	23	107	11	65	0.109733	5.053114	3.038813
10.335	09:05:9.335	40.451683564	-3.728770586	-1483	-558	-559	27572976	-1546648	183500	1462073	5153	6935	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205528500	10	65	0	0	0	653397	703632	-37287706	404516845	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-2.152344	23	107	11	65	0.096433	4.935745	3.016933
10.585	09:05:9.585	40.451684051	-3.728779083	-1123	-1372	1058	27653282	-1546648	31457	1464771	4968	6950	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205528750	10	65	0	0	0	653426	703662	-37287791	404516850	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-0.699219	23	107	11	65	0.092513	4.862874	3.029683
10.835	09:05:9.835	40.451684051	-3.728779083	1494	-360	-3511	27691398	-1483733	-94371	1468824	4784	6945	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205528750	10	65	0	0	0	653426	703662	-37287791	404516850	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-0.699219	23	107	11	65	0.089055	4.802333	3.028497
11.085	09:05:10.085	40.451683997	-3.728787691	-915	183	-485	27690010	-1541405	-157286	1472205	4600	6932	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205529250	9	65	0	0	0	653433	703669	-37287961	404516844	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	0.738281	23	107	9	65	0.083815	4.789557	3.024935
11.335	09:05:10.335	40.451682808	-3.728804896	-2869	776	-1713	27742138	-1609562	-141557	1475589	4408	6912	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205529500	9	65	0	0	0	653423	703659	-37288049	404516837	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	0.738281	23	107	9	65	0.086406	4.780271	3.033328
11.585	09:05:10.585	40.451682301	-3.728813735	-1541	-700	988	27781222	-1551891	-99614	1478978	4218	6896	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205529750	8	65	0	0	0	653392	703628	-37288137	404516832	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	2.230469	23	107	9	65	0.089873	4.764179	3.027214
11.835	09:05:10.835	40.451682301	-3.728813735	1434	-419	-605	27828708	-1609562	-73400	1482370	4029	6888	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205530000	8	65	0	0	0	653395	703631	-37288224	404516829	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	2.230469	23	107	9	65	0.09714	4.736541	3.04804
12.085	09:05:11.085	40.451681976	-3.728822459	-700	497	1596	27805122	-1641019	-120586	1485084	3832	6878	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205530250	8	65	0	0	0	653381	703616	-37288315	404516825	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	3.738281	23	107	9	65	0.098845	4.716594	3.037397
12.335	09:05:11.335	40.451681558	-3.728831535	2624	-1166	-366	27843594	-1651505	-131071	1489159	3630	6863	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205530500	7	65	0	0	0	653407	703643	-37288407	404516820	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	3.738281	23	107	9	65	0.100687	4.708229	3.038996
12.585	09:05:11.585	40.451681050	-3.728840728	2501	-1354	-196	27899354	-1651505	-52428	1492561	3432	6853	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205530750	7	64	0	0	0	653440	703675	-37288499	404516816	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	5.300781	23	107	9	65	0.110903	4.680478	3.038609
12.835	09:05:11.835	40.451680632	-3.728849922	882	-1642	1538	27910800	-1693448	-225443	1495967	3228	6835	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205531000	8	64	0	0	0	653434	703669	-37288593	404516810	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	5.300781	23	107	9	65	0.123833	4.506003	3.014245
13.085	09:05:12.085	40.451680032	-3.728859350	-2082	906	-1017	27949478	-1599076	-435158	1499379	3028	6794	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205531250	8	64	0	0	0	653444	703679	-37288685	404516796	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	6.878906	23	107	8	64	0.132274	4.32791	3.009848
13.335	09:05:12.335	40.451678713	-3.728868534	-2583	-186	-2902	27982356	-1478490	-692059	1502792	2839	6727	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205531500	8	64	0	0	0	653491	703727	-37288771	404516772	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	6.878906	23	107	8	64	0.125185	4.174015	3.003802
13.585	09:05:12.585	40.451676226	-3.728877116	388	-2192	-2755	28019416	-1263532	-912260	1506211	2675	6630	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205531750	10	64	0	0	0	653481	703717	-37288848	404516738	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	8.257812	23	107	8	64	0.112004	4.018517	2.98978
13.835	09:05:12.835	40.451676226	-3.728877116	-2339	-2230	-429	28074828	-975174	-1169161	1509635	2539	6504	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205531750	10	64	0	0	0	653481	703717	-37288848	404516738	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	8.257812	23	107	8	64	0.099439	3.912344	2.99336
14.085	09:05:13.085	40.451668480	-3.728891066	229	1947	-2808	28116252	-734002	-1457519	1513063	2434	6346	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205532250	14	64	0	0	0	653581	703817	-37288958	404516638	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.199219	23	107	8	64	0.074989	3.718557	2.989972
14.335	09:05:13.335	40.451662865	-3.728895841	4240	-1104	-3299	28176212	-492830	-1515190	1516498	2360	6167	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205532500	12	64	0	0	0	653625	703861	-37288992	404516575	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.199219	23	107	8	64	0.058525	3.552047	2.995929
14.585	09:05:13.585	40.451656537	-3.728899192	-659	-1785	-3916	28177792	-193986	-1520433	1519937	2319	5982	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205532750	12	64	0	0	0	653647	703883	-37289011	404516510	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.648438	23	107	8	64	0.06107	3.385412	2.986518
14.835	09:05:13.835	40.451650039	-3.728901127	-3139	4010	-1032	28249982	-26214	-1494219	1523383	2306	5795	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205533000	11	64	0	0	0	653639	703875	-37289017	404516445	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.648438	23	107	8	64	0.06823	3.250733	2.998772
15.085	09:05:14.085	40.451643548	-3.728901765	3900	-423	-2773	28336142	209715	-1530919	1526835	2316	5614	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205533250	10	64	0	0	0	653630	703866	-37289012	404516380	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.660156	23	107	10	64	0.033911	3.165998	3.014616
15.335	09:05:14.335	40.451637065	-3.728901223	-633	1282	287	28335086	340786	-1530919	1530295	2352	5424	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205533500	10	64	0	0	0	653599	703835	-37288996	404516314	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.660156	23	107	10	64	0.028979	3.157309	3.014576
15.585	09:05:14.585	40.451630499	-3.728899619	842	1858	-1415	28383878	335544	-1525676	1533758	2393	5240	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205533750	10	64	0	0	0	653579	703815	-37288977	404516249	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.359375	23	107	10	64	0.038732	3.132049	3.016593
15.835	09:05:14.835	40.451623934	-3.728897779	-814	1590	-614	28419368	319815	-1583348	1537226	2434	5053	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205534000	10	64	0	0	0	653559	703795	-37288958	404516183	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.359375	23	107	10	64	0.054756	3.097216	3.023027
16.085	09:05:15.085	40.451617370	-3.728895821	-1905	1296	-2737	28418266	382729	-1614805	1540698	2478	4858	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205534250	9	64	0	0	0	653541	703777	-37288938	404516115	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.027344	23	107	10	64	0.079626	2.93281	3.011329
16.335	09:05:15.335	40.451610535	-3.728893860	829	394	-2071	28491750	629145	-1509948	1544171	2539	4666	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205534500	10	64	0	0	0	653554	703790	-37288909	404516048	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	9.027344	23	107	10	64	0.07196	2.782104	3.017369
16.585	09:05:15.585	40.451603887	-3.728890958	-483	157	-817	28549022	807402	-1457519	1547652	2629	4490	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205534750	10	64	0	0	0	653564	703800	-37288869	404515985	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	8.4375	23	107	10	64	0.078403	2.606933	3.012527
16.835	09:05:15.835	40.451597606	-3.728886881	632	4359	-2413	28592164	1022360	-1263532	1551139	2739	4321	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205534750	10	64	0	0	0	653564	703800	-37288869	404515985	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	8.4375	23	107	10	64	0.093889	2.39484	3.015231
17.085	09:05:16.085	40.451591692	-3.728881864	-1441	4104	-3041	28648526	1336933	-964689	1554633	2882	4185	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205535250	12	64	0	0	0	653579	703815	-37288752	404515878	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	7.449219	23	107	12	64	0.075176	2.204676	3.020772
17.335	09:05:16.335	40.451586869	-3.728875207	-1388	3599	-1187	28697222	1478490	-639630	1558134	3054	4088	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205535500	11	64	0	0	0	653588	703824	-37288673	404515844	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	7.449219	23	107	12	64	0.083224	2.013393	3.015177
17.585	09:05:16.585	40.451583495	-3.728867388	-1394	1218	3539	28754474	1515190	-304086	1561642	3240	4032	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205535750	10	64	0	0	0	653580	703816	-37288588	404515824	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	6.050781	23	107	12	64	0.061536	1.843854	3.015873
17.835	09:05:16.835	40.451581477	-3.728858875	2736	1213	417	28817514	1530919	10485	1565156	3425	4011	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205536000	11	64	0	0	0	653594	703830	-37288502	404515817	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	6.050781	23	107	12	64	0.03259	1.875983	3.028563
18.085	09:05:17.085	40.451580810	-3.728850259	2741	1159	-473	28844318	1599076	20971	1568674	3614	4011	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205536250	11	64	0	0	0	653592	703828	-37288414	404515817	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	4.589844	23	107	12	64	0.034701	1.878992	3.004692
18.335	09:05:17.335	40.451580776	-3.728841413	-2208	-2404	-167	28866494	1672477	-94371	1572195	3814	4006	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205536500	11	64	0	0	0	653555	703791	-37288322	404515815	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	4.589844	23	107	12	64	0.048492	1.864167	3.002414
18.585	09:05:17.585	40.451580564	-3.728832213	-1338	1959	2336	28854622	1903163	-193986	1575720	4037	3985	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205536750	10	64	0	0	0	653540	703776	-37288221	404515808	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	2.9375	23	107	12	64	0.047605	1.864134	2.998806
18.835	09:05:17.835	40.451579906	-3.728822181	98	224	1817	28924664	2039478	-335544	1579248	4277	3952	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205537000	10	64	0	0	0	653530	703766	-37288110	404515796	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	2.9375	23	107	12	64	0.075151	1.860023	3.010386
19.085	09:05:18.085	40.451578625	-3.728811082	3749	-759	1511	28951714	2081421	-346029	1582781	4531	3909	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205537250	10	64	0	0	0	653532	703768	-37287994	404515781	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	1.007812	23	107	10	64	0.060154	1.826035	3.011299
19.335	09:05:18.335	40.451577167	-3.728799391	2017	-150	-422	28988774	2112878	-440401	1586315	4787	3863	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	107	205537500	11	65	0	0	0	653515	703751	-37287875	404515765	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	1.007812	23	107	10	64	0.080751	1.833981	3.030571
19.585	09:05:18.585	40.451575530	-3.728787581	-1595	1462	-1360	28997032	2181036	-461373	1589855	5053	3804	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	108	205537750	11	65	0	0	0	653551	703787	-37287753	404515744	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-1.03125	23	107	10	64	0.096658	1.835664	3.027363
19.835	09:05:18.835	40.451573445	-3.728775293	-1816	1091	1066	29045056	2191521	-471858	1593399	5319	3747	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	108	205537750	11	65	0	0	0	653551	703787	-37287753	404515744	0	0	0	33.707031,27.25,15.,6.	0.7	1	5	-1.03125	23	107	10	64	0.109372	1.832631	3.016564
20.085	09:05:19.085	40.451571450	-3.728763007	1019	-698	1321	29093716	2217736	-581959	1596947	5588	3683	-0.	2.433462	-49.591064	-606.846985	-1920.	1000.	600.	1400.	0.246876	223.562012	-0.433462	2.	1	3	23	108	205538250	12	65	0	0	0	653641	703877	-37287507	404515702	0	0	0	34.167969,25.679688,6.,4.	0.7	1	4	17.632812	23	107	10	64	0.092277	1.836114	3.057212
