Time	UTC	GPS_lat(deg)	GPS_long(deg)	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROVER_CTRL:curvature	ROVER_CTRL:speed_measured	ROVER_CTRL:d_action	ROVER_CTRL:p_action	ROVER_CTRL:i_action	ROVER_CTRL:kd	ROVER_CTRL:ki	ROVER_CTRL:kp	ROVER_CTRL:delta_sp	ROVER_CTRL:throttle_command	ROVER_CTRL:speed_error	ROVER_CTRL:speed_sp	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	INS_REF:baro_qfe	INS_REF:hmsl0	INS_REF:alt0	INS_REF:lon0	INS_REF:lat0	INS_REF:ecef_z0	INS_REF:ecef_y0	INS_REF:ecef_x0	GVF_PARAMETRIC:phi	GVF_PARAMETRIC:p	GVF_PARAMETRIC:w	GVF_PARAMETRIC:s	GVF_PARAMETRIC:traj	GPS:gps_nb_err	GPS:utm_zone	GPS:itow	GPS:week	GPS:climb	GPS:speed	GPS:alt	GPS:course	GPS:utm_north	GPS:utm_east	GPS:mode	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
86.991	07:34:25.991	40.451418684	-3.728858885	-7319	7117	6181	-547072	1968843	-558380	0	3862	-309	-0.050931	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200084500	46	838	-45	363	45	654363	704599	-37288479	404514189	411671344	-31612562	485058258	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.484836,-0.675552	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.002117	1	5	0	30	200084250	2382	-18	391	654264	940	447811729	43819618	3	0.083845	1.622241	-0.089239
87.241	07:34:26.241	40.451417943	-3.728847909	-4936	7693	5488	-483456	1861634	-537692	0	4080	-310	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200084750	60	838	19	324	-5	654392	704628	-37288379	404514192	411671348	-31612477	485058264	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.484836,-0.675552	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.002117	1	5	0	30	200084500	2382	-13	368	654363	958	447811720	43819711	3	0.115794	1.433312	-0.118077
87.491	07:34:26.491	40.451418276	-3.728837889	-2394	13415	-2641	-349568	1695650	-249931	0	4267	-298	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200084750	60	838	19	324	-5	654392	704628	-37288379	404514192	411671348	-31612477	485058264	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.663742,-0.686098	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.001911	1	5	0	30	200084750	2382	-8	325	654392	897	447811723	43819796	3	0.097553	1.24171	-0.142688
87.741	07:34:26.741	40.451418600	-3.728829401	-2538	3902	-2514	-121984	1596512	124420	0	4440	-230	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200085250	113	838	112	282	-96	654110	704345	-37288214	404514219	411671353	-31612335	485058232	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.800852,-0.662661	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.001565	1	5	0	30	200085000	2382	-17	300	654235	827	447811726	43819868	3	0.086904	1.194292	-0.13741
87.991	07:34:26.991	40.451420993	-3.728821408	-2878	1272	2297	-163200	1550162	479612	0	4605	-120	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200085500	121	837	138	280	-131	654022	704258	-37288136	404514258	411671380	-31612267	485058202	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.800852,-0.662661	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.001565	1	5	0	30	200085250	2382	-14	318	654110	694	447811752	43819936	3	0.089511	1.154494	-0.132896
88.241	07:34:27.241	40.451424825	-3.728813666	1367	3102	87	-149888	1402669	672517	0	4754	-23	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200085500	121	837	138	280	-131	654022	704258	-37288136	404514258	411671380	-31612267	485058202	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.86882,-0.61188	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.00142	1	5	0	30	200085500	2382	-24	337	654022	598	447811794	43820002	3	0.089379	1.085794	-0.141093
88.491	07:34:27.491	40.451427840	-3.728806977	-853	2565	-176	-152064	1314535	760470	0	4880	82	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200086000	118	830	156	214	-123	653778	704014	-37288009	404514325	411671421	-31612155	485058142	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.86882,-0.61188	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.00142	1	5	0	30	200085750	2382	-9	300	653878	552	447811827	43820059	3	0.088501	0.997413	-0.151647
88.741	07:34:27.741	40.451435479	-3.728795738	-6979	3990	1418	-498560	1373998	678119	0	4995	186	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200086250	119	827	172	192	-122	653714	703949	-37287957	404514364	411671450	-31612109	485058112	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.976242,-0.532973	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.001199	1	5	0	30	200086250	2382	10	285	653714	441	447811911	43820155	3	0.081291	0.85164	-0.157523
88.991	07:34:27.991	40.451435479	-3.728795738	-154	2150	-1964	-393088	1318960	691042	0	5084	300	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200086250	119	827	172	192	-122	653714	703949	-37287957	404514364	411671450	-31612109	485058112	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	1.027805,-0.483755	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.001103	1	5	0	30	200086250	2382	10	285	653714	441	447811911	43820155	3	0.077229	0.664877	-0.1877
89.241	07:34:28.241	40.451439830	-3.728791421	-4156	5200	-3938	-490240	1022175	1020415	0	5149	453	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200086750	122	819	190	83	-160	653601	703837	-37287887	404514455	411671520	-31612044	485058041	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	1.027805,-0.483755	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.001103	1	5	0	30	200086500	2382	3	268	653671	375	447811959	43820192	3	0.066217	0.254777	-0.199558
89.491	07:34:28.491	40.451444532	-3.728788760	-21182	11542	7963	-783744	812551	1177922	0	5169	606	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200087000	139	814	200	16	-161	653565	703801	-37287879	404514510	411671564	-31612035	485058000	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	1.08132,-0.388052	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.000943	1	5	0	30	200086750	2382	-2	262	653601	266	447812011	43820215	3	0.045168	-0.160227	-0.231315
89.741	07:34:28.741	40.451450033	-3.728787876	-4639	6551	-8322	-755200	1008120	907015	0	5148	746	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200087000	139	814	200	16	-161	653565	703801	-37287879	404514510	411671564	-31612035	485058000	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	1.08132,-0.388052	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.000943	1	5	0	30	200087000	2382	7	257	653565	172	447812072	43820223	3	0.032556	2.47357	-0.236968
89.991	07:34:28.991	40.451455336	-3.728789820	-3342	-253	-2735	-164864	-1041168	955719	0	5034	876	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200087500	70	807	141	-149	-129	653693	703929	-37287940	404514605	411671653	-31612083	485057938	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	1.08093,-0.273598	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000753	1	5	0	30	200087250	2382	4	244	653617	67	447812131	43820207	3	-0.009104	4.293507	-0.216055
90.241	07:34:29.241	40.451459544	-3.728793993	-10258	1404	3505	-49408	-864398	1186887	0	4911	1000	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200087750	83	803	137	-149	-118	653808	704044	-37287988	404514647	411671695	-31612122	485057914	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	1.036398,-0.222817	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000728	1	5	0	30	200087500	2382	1	242	653693	3367	447812178	43820172	3	-0.010015	5.227723	-0.195789
90.491	07:34:29.491	40.451463747	-3.728798874	-15992	4448	8291	-425984	-617673	1143062	0	4822	1124	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200087750	83	803	137	-149	-118	653808	704044	-37287988	404514647	411671695	-31612122	485057914	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	1.036398,-0.222817	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000728	1	5	0	30	200087750	2382	7	234	653808	3274	447812225	43820131	3	-0.014975	5.535678	-0.210138
90.741	07:34:29.741	40.451472785	-3.728808524	-6788	5575	-8479	-379776	-681100	976560	0	4703	1249	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200088000	77	794	128	-147	-115	653923	704159	-37288032	404514694	411671743	-31612158	485057886	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.950461,-0.122817	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.000549	1	5	0	30	200088250	2382	17	230	654080	3113	447812326	43820050	3	-0.045397	5.38253	-0.199664
90.991	07:34:29.991	40.451472785	-3.728808524	-10570	7888	3343	-619136	-823426	744083	0	4568	1324	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200088500	39	767	40	-228	-33	654141	704376	-37288147	404514762	411671814	-31612254	485057847	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.907102,-0.077114	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000438	1	5	0	30	200088250	2382	17	230	654080	3113	447812326	43820050	3	-0.061238	5.171907	-0.19426
91.241	07:34:30.241	40.451475269	-3.728814683	-9823	1906	-3795	-70016	-848724	656642	0	4444	1373	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200088500	39	767	40	-228	-33	654141	704376	-37288147	404514762	411671814	-31612254	485057847	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.907102,-0.077114	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000438	1	5	0	30	200088500	2382	12	233	654141	2956	447812354	43819998	3	-0.072119	5.01715	-0.163022
91.491	07:34:30.491	40.451476939	-3.728821305	-11939	1272	-1605	14464	-1112681	15514	0	4285	1388	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200088750	47	755	-8	-239	18	654382	704618	-37288213	404514779	411671844	-31612309	485057850	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.79382,-0.027505	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.0003	1	5	0	30	200088750	2382	21	239	654382	2788	447812373	43819942	3	-0.061705	5.054707	-0.155993
91.741	07:34:30.741	40.451477797	-3.728828036	-12130	1809	-6535	99328	-1241332	37071	0	4122	1394	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200089250	57	742	-8	-247	3	654770	705006	-37288350	404514788	411671877	-31612427	485057866	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.685227,-0.020473	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.000339	1	5	0	30	200089000	2382	13	250	654662	2696	447812383	43819885	3	-0.05786	5.002313	-0.144068
91.991	07:34:30.991	40.451477844	-3.728834995	-11809	-82	4762	25088	-1176413	30896	0	3980	1394	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200089250	57	742	-8	-247	3	654770	705006	-37288350	404514788	411671877	-31612427	485057866	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.685227,-0.020473	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.000339	1	5	0	30	200089250	2382	10	247	654770	2678	447812384	43819826	3	-0.077905	4.971265	-0.160847
92.241	07:34:31.241	40.451477889	-3.728842071	-5750	6039	5552	-22656	-1221160	97335	0	3821	1402	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200089500	58	739	-7	-229	3	654787	705023	-37288420	404514788	411671878	-31612486	485057863	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.621945,-0.020473	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000336	1	5	0	30	200089500	2382	9	229	654787	2668	447812385	43819766	3	-0.074721	4.905426	-0.177159
92.491	07:34:31.491	40.451478207	-3.728848796	-18956	5253	-6928	-350208	-1168743	297087	0	3680	1436	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200090000	43	730	28	-223	-26	654840	705076	-37288553	404514804	411671895	-31612598	485057848	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.621945,-0.020473	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000336	1	5	0	30	200089750	2382	13	238	654796	2691	447812389	43819709	3	-0.065291	4.803592	-0.178516
92.741	07:34:31.741	40.451479427	-3.728855296	-7989	4063	-9947	70272	-1198802	374504	0	3542	1472	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200090000	43	730	28	-223	-26	654840	705076	-37288553	404514804	411671895	-31612598	485057848	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.507492,-0.004067	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000275	1	5	0	30	200090000	2382	10	226	654840	2730	447812403	43819654	3	-0.080165	4.627547	-0.164125
92.991	07:34:31.991	40.451480738	-3.728861678	-17213	-580	7487	110976	-1122668	184094	0	3392	1479	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200090250	52	725	16	-221	-25	654869	705104	-37288617	404514817	411671907	-31612652	485057838	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.453586,0.009995	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.000225	1	5	0	30	200090250	2382	2	223	654869	2738	447812418	43819600	3	-0.087725	4.725307	-0.157735
93.241	07:34:32.241	40.451480742	-3.728875476	-12432	4082	-5219	24576	-1227661	77523	0	3243	1478	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200090750	58	715	-15	-240	-1	654875	705111	-37288754	404514817	411671908	-31612768	485057831	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.453586,0.009995	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	-0.000225	1	5	0	30	200090750	2382	2	241	654875	2662	447812419	43819483	3	-0.075872	4.713946	-0.188875
93.491	07:34:32.491	40.451480742	-3.728875476	-14189	2716	-2651	-291072	-1161306	73563	0	3094	1481	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200091000	61	711	-19	-238	10	654974	705210	-37288823	404514819	411671916	-31612827	485057833	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.336789,0.012339	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-0.000144	1	5	0	30	200090750	2382	2	241	654875	2662	447812419	43819483	3	-0.060225	4.687603	-0.164
93.741	07:34:32.741	40.451480837	-3.728888921	-4481	62	-3800	71936	-1281800	35706	0	2958	1477	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200091000	61	711	-19	-238	10	654974	705210	-37288823	404514819	411671916	-31612827	485057833	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.225461,0.011948	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-1.7e-05	1	5	0	30	200091250	2382	-1	253	655150	2564	447812421	43819369	3	-0.071525	4.595409	-0.155911
93.991	07:34:32.991	40.451480837	-3.728888921	-5008	4639	1457	22912	-1294391	-369300	0	2801	1446	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200091500	83	702	-90	-260	51	655348	705584	-37288958	404514807	411671931	-31612944	485057862	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.225461,0.011948	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	-1.7e-05	1	5	0	30	200091250	2382	-1	253	655150	2564	447812421	43819369	3	-0.069689	4.635075	-0.145968
94.241	07:34:33.241	40.451479802	-3.728895868	-6253	1731	-628	-139264	-1214435	-280298	0	2650	1415	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200091500	83	702	-90	-260	51	655348	705584	-37288958	404514807	411671931	-31612944	485057862	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.164934,-0.002918	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	3.7e-05	1	5	0	30	200091500	2382	-7	279	655348	2511	447812410	43819310	3	-0.07029	4.608876	-0.152898
94.491	07:34:33.491	40.451478859	-3.728902579	-7314	-2341	6092	11648	-1211310	-138728	0	2505	1403	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200091750	73	700	-78	-243	27	655464	705700	-37289026	404514798	411671930	-31613002	485057874	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.164934,-0.002918	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	3.7e-05	1	5	0	30	200091750	2382	-19	256	655464	2506	447812400	43819253	3	-0.07492	4.546992	-0.155161
94.741	07:34:33.741	40.451478547	-3.728909180	-1944	4268	-4871	-39936	-1331627	-196789	0	2361	1406	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200092250	67	692	-49	-249	11	655832	706068	-37289159	404514795	411671952	-31613117	485057896	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.054506,-0.037594	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000238	1	5	0	30	200092000	2382	-19	251	655628	2535	447812397	43819197	3	-0.063785	4.520621	-0.14092
94.991	07:34:33.991	40.451478595	-3.728915903	-8487	-1805	5523	23936	-1299849	-55713	0	2215	1411	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200092250	67	692	-49	-249	11	655832	706068	-37289159	404514795	411671952	-31613117	485057896	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.001873,-0.048864	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000472	1	5	0	30	200092250	2382	-11	253	655832	2554	447812398	43819140	3	-0.061099	4.521119	-0.156329
95.241	07:34:34.241	40.451478733	-3.728922508	-5266	-48	1113	-77824	-1290400	-114824	0	2072	1418	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200092500	61	688	-30	-239	-1	655984	706220	-37289225	404514797	411671963	-31613174	485057903	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	0.001873,-0.048864	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000472	1	5	0	30	200092500	2382	-8	241	655984	2585	447812400	43819084	3	-0.0768	4.494493	-0.15127
95.491	07:34:34.491	40.451479052	-3.728929116	-4395	321	450	59136	-1252434	-67205	0	1932	1417	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200093000	66	681	-34	-238	14	656394	706630	-37289357	404514798	411671991	-31613287	485057926	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.100686,-0.07972	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	0.000923	1	5	0	30	200092750	2382	-6	249	656243	2577	447812404	43819028	3	-0.079391	4.495631	-0.140861
95.741	07:34:34.741	40.451478830	-3.728935718	2204	3360	3799	-140928	-1354510	-285428	0	1773	1383	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200093000	66	681	-34	-238	14	656394	706630	-37289357	404514798	411671991	-31613287	485057926	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.208153,-0.106066	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.00115	1	5	0	30	200093000	2382	0	241	656394	2584	447812402	43818972	3	-0.076737	4.437931	-0.142943
95.991	07:34:34.991	40.451477613	-3.728943016	-11920	233	1251	-13696	-1314959	-330446	0	1617	1334	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200093250	82	678	-64	-268	59	656483	706719	-37289430	404514785	411671985	-31613350	485057939	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.208153,-0.106066	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.00115	1	5	0	30	200093250	2382	17	281	656483	2530	447812389	43818910	3	-0.076305	4.451758	-0.138908
96.241	07:34:35.241	40.451475856	-3.728950191	-2346	-1976	1712	13952	-1363980	-257871	0	1478	1296	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200093750	81	674	-60	-242	48	656648	706884	-37289570	404514753	411671969	-31613471	485057966	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.273115,-0.130782	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.00116	1	5	0	30	200093500	2382	28	265	656570	2517	447812370	43818849	3	-0.083674	4.443568	-0.135325
96.491	07:34:35.491	40.451474372	-3.728957015	-11000	-595	-3648	-35456	-1277099	-291097	0	1328	1260	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200094000	75	672	-51	-250	37	656744	706979	-37289638	404514742	411671966	-31613529	485057977	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.273115,-0.130782	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.00116	1	5	0	30	200093750	2382	10	253	656648	2508	447812354	43818791	3	-0.083993	4.432701	-0.125601
96.741	07:34:35.741	40.451473247	-3.728963842	-8152	-156	3922	-2048	-1312726	-192956	0	1174	1236	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200094000	75	672	-51	-250	37	656744	706979	-37289638	404514742	411671966	-31613529	485057977	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.385752,-0.160561	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,60.976562,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001183	1	5	0	30	200094000	2382	8	258	656744	2521	447812342	43818733	3	-0.085103	4.423622	-0.148601
96.991	07:34:35.991	40.451472574	-3.728970557	-4108	4404	-5043	34048	-1263804	-225176	0	1025	1206	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200094500	73	667	-57	-242	25	656756	706991	-37289774	404514723	411671951	-31613645	485057985	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.443792,-0.177218	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.00128	1	5	0	30	200094250	2382	-3	243	656790	2549	447812335	43818676	3	-0.097308	4.409031	-0.165249
97.241	07:34:36.241	40.451471360	-3.728977384	-5659	5126	2837	27264	-1355989	-136405	0	874	1180	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200094500	73	667	-57	-242	25	656756	706991	-37289774	404514723	411671951	-31613645	485057985	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.443792,-0.177218	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.00128	1	5	0	30	200094500	2382	-6	250	656756	2543	447812322	43818618	3	-0.098128	4.377911	-0.157945
97.491	07:34:36.491	40.451470325	-3.728984449	-13696	9917	-5956	-32128	-1347177	-235050	0	716	1153	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	6	520	200094750	54	665	-49	-259	11	656670	706906	-37289844	404514713	411671937	-31613704	485057981	0.	0	702390	-37290252	404514297	411671292	-31614047	485057915	-0.558461,-0.207756	0.,0.8,0.8,0.5,0.5,0.05,41.279999,9.6875,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001402	1	5	0	30	200094750	2382	-10	263	656670	2563	447812311	43818558	3	-0.095982	4.411376	-0.149105
