Time	UTC	GPS_lat(deg)	GPS_long(deg)	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROVER_CTRL:curvature	ROVER_CTRL:speed_measured	ROVER_CTRL:d_action	ROVER_CTRL:p_action	ROVER_CTRL:i_action	ROVER_CTRL:kd	ROVER_CTRL:ki	ROVER_CTRL:kp	ROVER_CTRL:delta_sp	ROVER_CTRL:throttle_command	ROVER_CTRL:speed_error	ROVER_CTRL:speed_sp	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	INS_REF:baro_qfe	INS_REF:hmsl0	INS_REF:alt0	INS_REF:lon0	INS_REF:lat0	INS_REF:ecef_z0	INS_REF:ecef_y0	INS_REF:ecef_x0	GVF_PARAMETRIC:phi	GVF_PARAMETRIC:p	GVF_PARAMETRIC:w	GVF_PARAMETRIC:s	GVF_PARAMETRIC:traj	GPS_SOL:numSV	GPS_SOL:PDOP	GPS_SOL:Sacc	GPS_SOL:Pacc	GPS:gps_nb_err	GPS:utm_zone	GPS:itow	GPS:week	GPS:climb	GPS:speed	GPS:alt	GPS:course	GPS:utm_north	GPS:utm_east	GPS:mode	ATTITUDE:theta	ATTITUDE:psi	ATTITUDE:phi
57.109	09:28:55.109	40.451382447	-3.729062158	0	0	0	0	0	0	0	755	1441	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	150	293353000	18	66	0	0	0	657845	708081	-37290621	404513834	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.634975,-0.002496	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	1e-05	1	5	19	141	11	66	0	30	293353000	2384	6	3	657845	1554	447811341	43817891	3	0.	0.	0.
57.359	09:28:55.359	40.451382447	-3.729062158	0	0	0	0	-20971	0	0	755	1441	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	150	293353250	18	66	0	0	0	657831	708067	-37290621	404513834	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.634975,-0.002496	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	1e-05	1	5	19	150	18	66	0	30	293353250	2384	6	2	657831	1554	447811341	43817891	3	0.	0.	0.
57.609	09:28:55.609	40.451382447	-3.729062158	0	0	0	0	31457	-36700	0	752	1438	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	150	293353500	18	66	0	0	0	657834	708070	-37290621	404513834	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.634278,-0.004893	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	4.6e-05	1	5	19	150	18	66	0	30	293353500	2384	-3	3	657834	1554	447811341	43817891	3	0.	0.	0.
57.859	09:28:55.859	40.451382447	-3.729062276	0	0	0	0	-15728	-10485	0	752	1438	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	132	293354000	15	66	0	0	0	657812	708048	-37290622	404513833	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.6329,-0.014838	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000175	1	5	19	150	18	66	0	30	293353750	2384	7	10	657818	1554	447811341	43817890	3	0.	0.	0.
58.109	09:28:56.109	40.451382357	-3.729062275	0	0	0	0	10485	0	0	752	1436	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	132	293354000	15	66	0	0	0	657812	708048	-37290622	404513833	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.6329,-0.014838	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000175	1	5	19	150	18	66	0	30	293354000	2384	-3	2	657812	1554	447811340	43817890	3	0.	0.	0.
58.359	09:28:56.359	40.451382357	-3.729062275	0	0	0	0	0	15728	0	747	1436	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	132	293354250	17	66	0	0	0	657769	708005	-37290623	404513833	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.631238,-0.021339	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.000235	1	5	19	150	18	66	0	30	293354250	2384	-8	3	657769	1554	447811340	43817890	3	0.	0.	0.
58.609	09:28:56.609	40.451382356	-3.729062393	0	0	0	0	0	15728	0	747	1436	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293354500	17	66	0	0	0	657760	707996	-37290624	404513833	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.631238,-0.021339	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.000235	1	5	19	150	18	66	0	30	293354500	2384	-3	3	657760	1554	447811340	43817889	3	0.	0.	0.
58.859	09:28:56.859	40.451382355	-3.729062511	0	0	0	0	31457	31457	0	747	1436	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	134	293354750	14	66	0	0	0	657724	707960	-37290625	404513833	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.633485,-0.024356	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000276	1	5	19	150	18	66	0	30	293354750	2384	-5	3	657724	1554	447811340	43817888	3	0.	0.	0.
59.109	09:28:57.109	40.451382356	-3.729062393	0	0	0	0	47185	-31457	0	750	1436	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	134	293355000	11	66	0	0	0	657726	707962	-37290624	404513833	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.630965,-0.028997	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000351	1	5	19	150	18	66	0	30	293355000	2384	4	10	657726	1554	447811340	43817889	3	0.	0.	0.
59.359	09:28:57.359	40.451382357	-3.729062275	0	0	0	0	5242	-15728	0	755	1431	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293355500	17	65	0	0	0	657748	707983	-37290622	404513831	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.630965,-0.028997	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000351	1	5	19	134	17	65	0	30	293355250	2384	4	12	657728	1554	447811340	43817890	3	0.	0.	0.
59.609	09:28:57.609	40.451382176	-3.729062273	0	0	0	0	15728	-15728	0	750	1428	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293355500	17	65	0	0	0	657748	707983	-37290622	404513831	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.624655,-0.041907	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.000486	1	5	19	134	17	65	0	30	293355500	2384	7	4	657748	1554	447811338	43817890	3	0.	0.	0.
59.859	09:28:57.859	40.451382086	-3.729062390	0	0	0	0	5242	-10485	0	752	1425	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	16	154	293355750	12	65	0	0	0	657730	707966	-37290623	404513830	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.625436,-0.04711	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000542	1	5	19	134	17	65	0	30	293355750	2384	2	5	657730	1554	447811337	43817889	3	0.	0.	0.
60.109	09:28:58.109	40.451381996	-3.729062389	0	0	0	0	0	15728	0	752	1425	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	17	154	293356250	11	65	0	0	0	657726	707961	-37290623	404513829	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.625436,-0.04711	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000542	1	5	19	134	17	65	0	30	293356000	2384	7	3	657735	1554	447811336	43817889	3	0.	0.	0.
60.359	09:28:58.359	40.451381996	-3.729062389	0	0	0	0	-20971	-15728	0	747	1425	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	17	154	293356250	11	65	0	0	0	657726	707961	-37290623	404513829	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.623694,-0.051587	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000584	1	5	19	134	17	65	0	30	293356250	2384	3	4	657726	1554	447811336	43817889	3	0.	0.	0.
60.609	09:28:58.609	40.451381996	-3.729062389	0	0	0	0	-20971	-15728	0	747	1425	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	154	293356500	16	65	0	0	0	657713	707949	-37290624	404513829	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.623694,-0.051587	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000584	1	5	19	134	17	65	0	30	293356500	2384	4	4	657713	1554	447811336	43817889	3	0.	0.	0.
60.859	09:28:58.859	40.451381996	-3.729062389	0	0	0	0	0	-5242	0	750	1423	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293357000	17	65	0	0	0	657673	707909	-37290623	404513829	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.624342,-0.056076	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.000647	1	5	19	134	17	65	0	30	293356750	2384	-9	8	657685	1554	447811336	43817889	3	0.	0.	0.
61.109	09:28:59.109	40.451381996	-3.729062389	0	0	0	0	31457	5242	0	750	1423	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293357000	17	65	0	0	0	657673	707909	-37290623	404513829	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.62161,-0.062225	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000712	1	5	19	134	17	65	0	30	293357000	2384	-2	1	657673	1554	447811336	43817889	3	0.	0.	0.
61.359	09:28:59.359	40.451381996	-3.729062389	0	0	0	0	5242	10485	0	750	1423	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	134	293357250	13	65	0	0	0	657672	707908	-37290623	404513829	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.62161,-0.062225	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000712	1	5	19	134	14	65	0	30	293357250	2384	2	7	657672	1554	447811336	43817889	3	0.	0.	0.
61.609	09:28:59.609	40.451381996	-3.729062389	0	0	0	0	-5242	-36700	0	750	1420	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	134	293357750	17	65	0	0	0	657636	707872	-37290623	404513828	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.620572,-0.065796	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000762	1	5	19	134	14	65	0	30	293357500	2384	-2	3	657660	1554	447811336	43817889	3	0.	0.	0.
61.859	09:28:59.859	40.451381905	-3.729062388	0	0	0	0	10485	5242	0	747	1418	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	134	293357750	17	65	0	0	0	657636	707872	-37290623	404513828	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.619435,-0.070877	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.000822	1	5	19	134	14	65	0	30	293357750	2384	-13	6	657636	1554	447811335	43817889	3	0.	0.	0.
62.109	09:29:0.109	40.451381725	-3.729062386	0	0	0	0	5242	-31457	0	750	1415	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293358000	20	65	0	0	0	657602	707838	-37290624	404513827	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.619435,-0.070877	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.000822	1	5	19	134	14	65	0	30	293358000	2384	-14	3	657602	1554	447811333	43817889	3	0.	0.	0.
62.359	09:29:0.359	40.451381635	-3.729062385	0	0	0	0	31457	0	0	750	1415	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	154	293358500	12	65	0	0	0	657569	707805	-37290623	404513826	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.618368,-0.076503	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000869	1	5	19	134	14	65	0	30	293358250	2384	8	5	657606	1554	447811332	43817889	3	0.	0.	0.
62.609	09:29:0.609	40.451381635	-3.729062385	0	0	0	0	31457	0	0	750	1415	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	154	293358500	12	65	0	0	0	657569	707805	-37290623	404513826	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.618368,-0.076503	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000869	1	5	19	134	14	65	0	30	293358500	2384	0	8	657569	1554	447811332	43817889	3	0.	0.	0.
62.859	09:29:0.859	40.451381635	-3.729062385	0	0	0	0	15728	-41943	0	747	1415	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	154	293358750	11	65	0	0	0	657571	707807	-37290623	404513826	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.616789,-0.081934	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.000941	1	5	19	134	14	65	0	30	293358750	2384	3	8	657571	1554	447811332	43817889	3	0.	0.	0.
63.109	09:29:1.109	40.451381634	-3.729062503	0	0	0	0	-52428	-5242	0	744	1410	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	154	293359250	15	65	0	0	0	657520	707756	-37290626	404513824	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.615875,-0.08911	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001042	1	5	19	134	14	65	0	30	293359000	2384	-3	9	657543	1554	447811332	43817888	3	0.	0.	0.
63.359	09:29:1.359	40.451381454	-3.729062619	0	0	0	0	-10485	-10485	0	737	1408	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	154	293359250	15	65	0	0	0	657520	707756	-37290626	404513824	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.615875,-0.08911	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001042	1	5	18	154	18	65	0	30	293359250	2384	-6	9	657520	1554	447811330	43817887	3	0.	0.	0.
63.609	09:29:1.609	40.451381361	-3.729062972	0	0	0	0	15728	5242	0	737	1405	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	154	293359500	18	65	0	0	0	657508	707744	-37290629	404513823	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.617478,-0.09977	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001138	1	5	18	154	18	65	0	30	293359500	2384	-6	2	657508	1554	447811329	43817884	3	0.	0.	0.
63.859	09:29:1.859	40.451381270	-3.729063089	0	0	0	0	-10485	-10485	0	734	1405	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	134	293359750	16	65	0	0	0	657504	707740	-37290630	404513822	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.616824,-0.103189	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001168	1	5	18	154	18	65	0	30	293359750	2384	3	4	657504	1554	447811328	43817883	3	0.	0.	0.
64.109	09:29:2.109	40.451381270	-3.729063089	0	0	0	0	47185	5242	0	734	1402	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	154	293360000	15	65	0	0	0	657487	707723	-37290631	404513822	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.616824,-0.103189	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001168	1	5	18	154	18	65	0	30	293360000	2384	-4	3	657487	1554	447811328	43817883	3	0.	0.	0.
64.359	09:29:2.359	40.451381180	-3.729063088	0	0	0	0	-5242	-31457	0	734	1400	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	16	134	293360250	11	65	0	0	0	657503	707739	-37290631	404513821	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.61712,-0.107375	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001216	1	5	18	154	18	65	0	30	293360250	2384	1	10	657503	1554	447811327	43817883	3	0.	0.	0.
64.609	09:29:2.609	40.451381090	-3.729063087	0	0	0	0	-5242	-36700	0	732	1395	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	154	293360750	8	65	0	0	0	657489	707725	-37290632	404513818	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.615566,-0.113502	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001283	1	5	18	154	18	65	0	30	293360500	2384	4	5	657494	1554	447811326	43817883	3	0.	0.	0.
64.859	09:29:2.859	40.451380909	-3.729063203	0	0	0	0	-5242	-36700	0	732	1395	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	154	293360750	8	65	0	0	0	657489	707725	-37290632	404513818	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.615566,-0.113502	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001283	1	5	18	154	18	65	0	30	293360750	2384	-1	6	657489	1554	447811324	43817882	3	0.	0.	0.
65.109	09:29:3.109	40.451380728	-3.729063319	0	0	0	0	-5242	5242	0	727	1392	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	154	293361000	9	65	0	0	0	657486	707721	-37290633	404513817	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.616346,-0.120662	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001335	1	5	18	154	18	65	0	30	293361000	2384	0	3	657486	1554	447811322	43817881	3	0.	0.	0.
65.359	09:29:3.359	40.451380728	-3.729063437	0	0	0	0	41943	5242	0	727	1392	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	154	293361500	12	65	0	0	0	657470	707706	-37290634	404513817	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.616346,-0.120662	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001335	1	5	20	154	12	65	0	30	293361250	2384	5	2	657485	1554	447811322	43817880	3	0.	0.	0.
65.609	09:29:3.609	40.451380728	-3.729063437	0	0	0	0	-10485	0	0	729	1387	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	154	293361750	11	65	0	0	0	657480	707716	-37290633	404513816	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.616677,-0.12221	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.00136	1	5	20	154	12	65	0	30	293361500	2384	-4	9	657470	1554	447811322	43817880	3	0.	0.	0.
65.859	09:29:3.859	40.451380638	-3.729063318	0	0	0	0	-10485	0	0	729	1387	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	154	293361750	11	65	0	0	0	657480	707716	-37290633	404513816	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.614852,-0.127757	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001401	1	5	20	154	12	65	0	30	293361750	2384	1	2	657480	1554	447811321	43817881	3	0.	0.	0.
66.109	09:29:4.109	40.451380638	-3.729063436	0	0	0	0	-73400	26214	0	721	1387	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293362250	11	64	0	0	0	657470	707706	-37290637	404513816	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.614852,-0.127757	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001401	1	5	20	154	12	65	0	30	293362000	2384	-1	3	657480	1554	447811321	43817880	3	0.	0.	0.
66.359	09:29:4.359	40.451380635	-3.729063790	0	0	0	0	-5242	-15728	0	714	1384	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293362250	11	64	0	0	0	657470	707706	-37290637	404513816	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.617354,-0.129898	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001442	1	5	20	154	12	65	0	30	293362250	2384	0	14	657470	2252	447811321	43817877	3	0.	0.	0.
66.609	09:29:4.609	40.451380544	-3.729064025	0	0	0	0	-10485	15728	0	711	1382	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293362500	16	64	0	0	0	657475	707711	-37290640	404513815	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.618556,-0.136343	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001502	1	5	20	154	12	65	0	30	293362500	2384	-8	3	657475	2252	447811320	43817875	3	0.	0.	0.
66.859	09:29:4.859	40.451380453	-3.729064142	0	0	0	0	0	0	0	709	1382	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	20	134	293362750	14	64	0	0	0	657492	707728	-37290641	404513814	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.618556,-0.136343	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001502	1	5	20	154	12	65	0	30	293362750	2384	5	3	657492	2252	447811319	43817874	3	0.	0.	0.
67.109	09:29:5.109	40.451380452	-3.729064259	0	0	0	0	-36700	15728	0	704	1382	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293363000	17	64	0	0	0	657505	707741	-37290642	404513814	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.620014,-0.138828	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001521	1	5	20	154	12	65	0	30	293363000	2384	3	1	657505	2252	447811319	43817873	3	0.	0.	0.
67.359	09:29:5.359	40.451380451	-3.729064377	0	0	0	0	-15728	5242	0	698	1382	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293363250	10	64	0	0	0	657519	707755	-37290644	404513814	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.620014,-0.138828	7.,5.65,43.009998,40.880001,4.77,51.93,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001521	1	5	20	134	16	64	0	30	293363250	2384	3	7	657519	2252	447811319	43817872	3	0.	0.	0.
67.609	09:29:5.609	40.451380450	-3.729064613	0	0	0	0	10485	-5242	0	698	1379	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	18	134	293363750	17	64	0	0	0	657598	707834	-37290647	404513813	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.623578,-0.141348	0.,0.8,0.8,0.5,0.5,0.05,41.279999,0.25,25.860001,0.,0.,0.,0.,0.,0.,0.	0.001558	1	5	20	134	16	64	0	30	293363500	2384	10	3	657556	2252	447811319	43817870	3	0.	0.	0.
67.859	09:29:5.859	40.451380359	-3.729064730	0	0	0	0	-20971	-26214	0	696	1377	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293364000	10	64	0	0	0	657607	707843	-37290649	404513812	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.623156,-0.143972	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001576	1	5	20	134	16	64	0	30	293363750	2384	4	3	657598	2252	447811318	43817869	3	0.	0.	0.
68.109	09:29:6.109	40.451380268	-3.729064965	0	0	0	0	-31457	5242	0	691	1372	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	19	134	293364000	10	64	0	0	0	657607	707843	-37290649	404513812	0	0	0	0.	656126	706362	-37290969	404513327	411670730	-31614719	485058874	-0.623156,-0.143972	-7.,9.3,-1.56,24.950001,40.77,51.41,72.800003,56.650002,41.169998,0.,0.,0.,0.,0.,0.,0.	0.001576	1	5	20	134	16	64	0	30	293364000	2384	0	4	657607	2252	447811317	43817867	3	0.	0.	0.
