4.407 4 ROTORCRAFT_FP 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.408 4 IMU_MAG_RAW -528 -13 169
4.408 4 IMU_MAG_RAW -528 -16 167
4.408 4 IMU_MAG_RAW -528 -15 168
4.408 4 IMU_MAG_RAW -528 -13 169
4.408 4 IMU_MAG_RAW -528 -17 171
4.438 4 IMU_MAG_RAW -532 -16 166
4.438 4 UART_ERRORS 0 0 2 4
4.438 4 IMU_MAG_RAW -529 -13 169
4.439 4 IMU_MAG_RAW -529 -13 169
4.453 4 IMU_MAG_RAW -532 -13 162
4.453 4 IMU_MAG_RAW -532 -17 164
4.469 4 IMU_MAG_RAW -528 -13 169
4.485 4 IMU_MAG_RAW -530 -11 173
4.485 4 IMU_MAG_RAW -530 -18 170
4.501 4 IMU_MAG_RAW -530 -11 174
4.501 4 IMU_MAG_RAW -530 -15 170
4.517 4 ENERGY 0 8.21276 0.3 2.463828 0.000353 0.002876
4.533 4 IMU_MAG_RAW -532 -11 174
4.533 4 IMU_MAG_RAW -527 -11 171
4.604 4 GPS_INT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
4.605 4 SVINFO 0 0 0 0 0 0 0
4.605 4 IMU_MAG_RAW -530 -15 167
4.606 4 IMU_MAG_RAW -530 -15 167
4.606 4 IMU_MAG_RAW -529 -13 165
4.606 4 INS 0 0 0 0 0 0 0 0 10045
4.606 4 IMU_MAG_RAW -529 -17 171
4.607 4 IMU_MAG_RAW -515 -22 168
4.607 4 IMU_MAG_RAW -506 -16 164
4.607 4 IMU_MAG_RAW -529 -10 174
4.607 4 IMU_MAG_RAW -521 -25 171
4.657 4 ROTORCRAFT_FP 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.658 4 IMU_MAG_RAW -523 -13 170
4.658 4 IMU_MAG_RAW -523 -13 174
4.658 4 IMU_MAG_RAW -533 -11 174
4.658 4 IMU_MAG_RAW -510 -17 172
4.659 4 IMU_MAG_RAW -510 -17 172
4.673 4 IMU_MAG_RAW -517 -27 170
4.673 4 IMU_MAG_RAW -527 -9 168
4.690 4 IMU_MAG_RAW -527 -16 172
4.704 4 IMU_MAG_RAW -529 -15 166
4.705 4 IMU_MAG_RAW -523 -16 164
4.720 4 IMU_MAG_RAW -524 -13 168
4.721 4 IMU_MAG_RAW -528 -20 165
4.736 4 IMU_MAG_RAW -524 -20 165
4.752 4 IMU_MAG_RAW -526 -23 165
4.753 4 IMU_MAG_RAW -526 -20 167
4.768 4 IMU_MAG_RAW -526 -25 167
4.784 4 IMU_MAG_RAW -528 -25 168
4.844 4 GPS_INT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
4.845 4 SVINFO 0 0 0 0 0 0 0
4.845 4 IMU_MAG_RAW -528 -23 166
4.845 4 IMU_MAG_RAW -530 -24 166
4.845 4 IMU_MAG_RAW -523 -19 163
4.845 4 INS 0 0 0 0 0 0 0 0 10045
4.846 4 IMU_MAG_RAW -524 -23 166
4.846 4 IMU_MAG_RAW -524 -26 165
4.846 4 IMU_MAG_RAW -523 -24 168
