Time	UTC	GPS_lat(deg)	GPS_long(deg)	INS:ins_zdd	INS:ins_ydd	INS:ins_xdd	INS:ins_zd	INS:ins_yd	INS:ins_xd	INS:ins_z	INS:ins_y	INS:ins_x	ROVER_CTRL:curvature	ROVER_CTRL:speed_measured	ROVER_CTRL:d_action	ROVER_CTRL:p_action	ROVER_CTRL:i_action	ROVER_CTRL:kd	ROVER_CTRL:ki	ROVER_CTRL:kp	ROVER_CTRL:delta_sp	ROVER_CTRL:throttle_command	ROVER_CTRL:speed_error	ROVER_CTRL:speed_sp	GPS_INT:comp_id	GPS_INT:fix	GPS_INT:numsv	GPS_INT:pdop	GPS_INT:tow	GPS_INT:sacc	GPS_INT:pacc	GPS_INT:ecef_zd	GPS_INT:ecef_yd	GPS_INT:ecef_xd	GPS_INT:hmsl	GPS_INT:alt	GPS_INT:lon	GPS_INT:lat	GPS_INT:ecef_z	GPS_INT:ecef_y	GPS_INT:ecef_x	INS_REF:baro_qfe	INS_REF:hmsl0	INS_REF:alt0	INS_REF:lon0	INS_REF:lat0	INS_REF:ecef_z0	INS_REF:ecef_y0	INS_REF:ecef_x0	GVF_PARAMETRIC:phi	GVF_PARAMETRIC:p	GVF_PARAMETRIC:w	GVF_PARAMETRIC:s	GVF_PARAMETRIC:traj	GVF:p	GVF:ke	GVF:s	GVF:traj	GVF:error	GPS_SOL:numSV	GPS_SOL:PDOP	GPS_SOL:Sacc	GPS_SOL:Pacc	GPS:gps_nb_err	GPS:utm_zone	GPS:itow	GPS:week	GPS:climb	GPS:speed	GPS:alt	GPS:course	GPS:utm_north	GPS:utm_east	GPS:mode
149.955	09:07:43.955	40.451857711	-3.728527172	-9097	4662	3092	-179539328	1530919	382729	-1884038	-304	8002	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292081000	29	107	0	0	0	664265	714501	-37285188	404518601	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	3.791881,3.141762	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.023133	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	29	107	0	30	292080750	2395	-5	286	664265	767	447816579	43822471	3
150.205	09:07:44.205	40.451859205	-3.728518815	-1288	4522	6096	-180431936	1399847	277872	-1906003	-130	8035	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292081250	26	107	0	0	0	664337	714573	-37285108	404518613	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	3.983743,3.056096	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.025566	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	29	107	0	30	292081000	2395	-9	302	664265	763	447816595	43822542	3
150.455	09:07:44.455	40.451860336	-3.728510808	-6298	-9137	2740	-181424512	1462762	335544	-1928089	48	8081	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292081500	27	107	0	0	0	664247	714483	-37285026	404518629	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	3.983743,3.056096	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.025566	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	29	107	0	30	292081250	2395	13	273	664337	775	447816607	43822610	3
150.705	09:07:44.705	40.451862009	-3.728502689	-24326	-8862	10812	-182529696	1399847	225443	-1950298	220	8112	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292081750	25	106	0	0	0	664317	714553	-37284947	404518640	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.09756,2.979409	0.,0.8,0.8,0.5,0.5,0.05,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.027592	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	29	107	0	30	292081500	2395	4	287	664247	773	447816625	43822679	3
150.955	09:07:44.955	40.451863051	-3.728494681	-13596	-833	9835	-183363840	1399847	241172	-1968159	389	8138	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292082000	25	106	0	0	0	664348	714583	-37284869	404518650	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.269214,2.919294	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.029326	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	29	107	0	30	292081750	2395	12	272	664317	788	447816636	43822747	3
151.205	09:07:45.205	40.451864091	-3.728486908	-8749	-8731	8707	-184525840	1415576	204472	-1995104	560	8168	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292082250	26	106	0	0	0	664360	714596	-37284791	404518660	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.269214,2.919294	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.029326	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	29	107	0	30	292082000	2395	0	272	664348	796	447816647	43822813	3
151.455	09:07:45.455	40.451865041	-3.728479135	-29942	-2026	12872	-185657280	1488976	241172	-2017694	737	8199	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292082500	27	106	0	0	0	664288	714524	-37284709	404518671	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.368705,2.860086	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.030847	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292082250	2395	-4	274	664360	805	447816657	43822879	3
151.705	09:07:45.705	40.451866174	-3.728470892	-5263	-242	-1858	-186406624	1483733	251658	-2035859	913	8225	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292082750	28	106	0	0	0	664352	714588	-37284627	404518680	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.368705,2.860086	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.030847	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292082500	2395	-15	288	664288	806	447816669	43822949	3
151.955	09:07:45.955	40.451867036	-3.728462764	-12211	3293	11472	-187658272	1499462	283115	-2063255	1100	8266	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292083000	26	106	0	0	0	664295	714531	-37284541	404518694	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.536132,2.816582	0.,0.8,0.8,0.5,0.5,0.05,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.032276	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292082750	2395	5	288	664352	804	447816678	43823018	3
152.205	09:07:46.205	40.451868441	-3.728454171	-11999	-3838	-65	-188701776	1389361	235929	-2086224	1274	8291	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292083250	25	106	0	0	0	664452	714688	-37284462	404518703	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.70324,2.781894	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.033595	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292083000	2395	15	293	664295	797	447816693	43823091	3
152.455	09:07:46.455	40.451869392	-3.728446279	-4108	-804	1875	-189800464	1447033	288358	-2109324	1446	8327	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292083500	27	105	0	0	0	664463	714699	-37284382	404518716	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.70324,2.781894	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.033595	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292083250	2395	20	270	664452	799	447816703	43823158	3
152.705	09:07:46.705	40.451870703	-3.728438274	-4631	-5681	6376	-190694176	1468005	115343	-2132546	1623	8348	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292083750	26	105	0	0	0	664573	714809	-37284301	404518723	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.791955,2.743384	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.034787	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292083500	2395	8	282	664463	791	447816717	43823226	3
152.955	09:07:46.955	40.451871385	-3.728430144	-12726	1643	11395	-191708960	1562376	-141557	-2155887	1807	8348	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	443	292084000	24	105	0	0	0	664579	714815	-37284216	404518723	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.95298,2.699502	0.,0.8,0.8,0.5,0.5,0.05,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.03599	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292083750	2395	10	282	664573	819	447816724	43823295	3
153.205	09:07:47.205	40.451871349	-3.728421653	-11980	2869	9819	-192702480	1488976	-167772	-2179347	1991	8327	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292084250	26	106	0	0	0	664644	714880	-37284130	404518716	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	4.95298,2.699502	0.,0.8,0.8,0.5,0.5,0.05,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.03599	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	443	27	106	0	30	292084000	2395	6	300	664579	880	447816723	43823367	3
153.455	09:07:47.455	40.451870682	-3.728413037	-11626	1548	2192	-193839088	1378876	-230686	-2202933	2176	8309	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292084500	24	106	0	0	0	664595	714831	-37284047	404518710	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.043249,2.639292	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.037212	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292084250	2395	10	287	664644	914	447816715	43823440	3
153.705	09:07:47.705	40.451870104	-3.728404776	-15433	-15968	4414	-194637872	1352661	-162529	-2221892	2339	8286	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292084750	27	106	0	0	0	664726	714962	-37283971	404518701	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.043249,2.639292	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.037212	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292084500	2395	19	268	664595	953	447816708	43823510	3
153.955	09:07:47.955	40.451869161	-3.728397100	-8882	-2219	4554	-195812272	1583348	-94371	-2250481	2521	8271	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292084750	27	106	0	0	0	664726	714962	-37283971	404518701	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.194106,2.57635	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.038334	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292084750	2395	33	261	664726	959	447816697	43823575	3
154.205	09:07:48.205	40.451868673	-3.728388721	-9049	-5753	1182	-196795152	1567619	-94371	-2274439	2716	8258	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292085250	28	106	0	0	0	664917	715153	-37283798	404518692	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.355576,2.514337	0.,0.8,0.8,0.5,0.5,0.05,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.039636	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292085000	2395	23	304	664824	944	447816691	43823646	3
154.455	09:07:48.455	40.451868279	-3.728379872	-3991	8788	4655	-197871296	1609562	-141557	-2298527	2915	8253	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292085500	28	106	0	0	0	664870	715106	-37283706	404518690	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.355576,2.514337	0.,0.8,0.8,0.5,0.5,0.05,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.039636	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292085250	2395	40	301	664917	939	447816686	43823721	3
154.705	09:07:48.705	40.451868066	-3.728370672	-12778	-803	9856	-198944384	1394604	-214957	-2322743	3097	8230	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292085750	29	107	0	0	0	665061	715297	-37283622	404518681	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.446355,2.453964	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.04118	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292085500	2395	27	309	664870	943	447816683	43823799	3
154.955	09:07:48.955	40.451867128	-3.728362288	-3486	-791	371	-199943136	1499462	-83886	-2347085	3276	8215	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292086000	28	107	0	0	0	665154	715390	-37283539	404518676	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.596557,2.378605	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.042836	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292085750	2395	38	270	665061	960	447816672	43823870	3
155.205	09:07:49.205	40.451866640	-3.728353910	-4226	-1897	4315	-200970128	1441790	-115343	-2371554	3458	8207	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292086250	27	107	0	0	0	665160	715396	-37283455	404518674	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.596557,2.378605	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.042836	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	106	0	30	292086000	2395	37	287	665154	942	447816666	43823941	3
155.455	09:07:49.455	40.451866513	-3.728345535	-11614	-12834	8225	-202017936	1405090	-283115	-2396151	3637	8189	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292086500	24	107	0	0	0	665225	715460	-37283373	404518667	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.671514,2.305583	0.,0.8,0.8,0.5,0.5,0.05,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.044892	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	107	0	30	292086250	2395	39	276	665160	942	447816664	43824012	3
155.705	09:07:49.705	40.451865754	-3.728337390	-2170	1590	2354	-203076336	1557133	-47185	-2420882	3824	8176	-0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292086750	27	107	0	0	0	665225	715461	-37283287	404518663	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.806988,2.211751	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.047558	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	107	0	30	292086500	2395	39	274	665225	977	447816655	43824081	3
155.955	09:07:49.955	40.451865357	-3.728328777	-23083	-11080	15430	-204074224	1426062	-340786	-2445722	4014	8163	0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292087000	24	107	0	0	0	665156	715392	-37283199	404518659	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.806988,2.211751	-6.,-34.859375,-45.699219,-22.828125,-21.648438,-0.449219,0.71875,17.71875,0.,0.,0.,0.,0.,0.,0.,0.	0.047558	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	107	0	30	292086750	2395	37	298	665225	940	447816650	43824154	3
156.205	09:07:50.205	40.451864963	-3.728319928	-13476	-258	7014	-205158144	1415576	-602930	-2470693	4190	8115	0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292087250	22	108	0	0	0	665165	715401	-37283118	404518641	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.847048,2.107144	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.051215	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	107	0	30	292087000	2395	34	281	665156	976	447816645	43824229	3
156.455	09:07:50.455	40.451863212	-3.728311890	-1723	-3396	2454	-206064192	1263532	-639630	-2495788	4357	8040	0.	0.	0.	0.	0.	1000.	600.	1400.	0.	0.	0.	0.	1	3	7	444	292087500	20	108	0	0	0	665258	715494	-37283042	404518615	0	0	0	0.	662491	712727	-37285049	404515786	411673221	-31609623	485057916	5.847048,2.107144	6.,-10.898438,12.269531,15.839844,-9.296875,0.007812,32.308594,24.65625,0.,0.,0.,0.,0.,0.,0.,0.	0.051215	1	5	-1.08,-14.42,3.,3.,0.,2.	1.	1	1	219.770432	7	444	24	107	0	30	292087250	2395	24	294	665165	1044	447816625	43824297	3
